lokasi,nama_komoditas,2015-11-01,2015-11-02,2015-11-03,2015-11-04,2015-11-05,2015-11-06,2015-11-07,2015-11-08,2015-11-09,2015-11-10,2015-11-11,2015-11-12,2015-11-13,2015-11-14,2015-11-15,2015-11-16,2015-11-17,2015-11-18,2015-11-19,2015-11-20,2015-11-21,2015-11-22,2015-11-23,2015-11-24,2015-11-25,2015-11-26,2015-11-27,2015-11-28,2015-11-29,2015-11-30
"Pasar Baru","Kacang Tanah",0,27000,27000,27000,27000,27000,0,0,27000,27000,27000,27000,27000,0,0,27000,27000,27000,27000,27000,0,0,27000,27000,27000,27000,27000,0,0,27000
"Pasar Baru","Ubi Kayu",0,3000,3000,3000,3000,3000,0,0,3000,3000,10000,10000,10000,0,0,3000,3000,3000,3000,3000,0,0,3000,3000,3000,3000,3000,0,0,3000
"Pasar Baru","Ubi Jalar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pasar Baru",Jagung,0,7000,7000,7000,7000,7000,0,0,7000,0,7000,7000,7000,0,0,7000,7000,7000,7000,7000,0,0,7000,7000,7000,7000,7000,0,0,7000
"Pasar Baru","Ikan Olahan",0,50000,50000,50000,50000,50000,0,0,50000,50000,50000,50000,50000,0,0,50000,50000,50000,50000,50000,0,0,50000,50000,50000,50000,50000,0,0,50000
"Pasar Baru","Beras Premium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pasar Baru","Minyak Goreng Curah",0,10000,10000,10000,10000,10000,0,0,10000,10000,10000,10000,10000,0,0,10000,10000,10000,10000,10000,0,0,10000,10000,10000,10000,10000,0,0,10000
"Pasar Baru","Daging Ayam Kampung",0,65000,65000,65000,65000,65000,0,0,65000,65000,65000,65000,65000,0,0,65000,65000,65000,65000,65000,0,0,65000,65000,65000,65000,65000,0,0,65000
"Pasar Baru","Telur Ayam Kampung",0,45000,45000,45000,45000,45000,0,0,45000,0,45000,45000,45000,0,0,45000,45000,45000,45000,45000,0,0,45000,45000,45000,45000,0,0,0,0
"Pasar Baru","Susu Kental Manis Merk Bendera",0,11000,11000,11000,11000,11000,0,0,11000,11000,11000,11000,11000,0,0,11000,11000,11000,11000,11000,0,0,11000,11000,11000,11000,11000,0,0,11000
"Pasar Baru","Susu Kental Manis Merk Indomilk",0,9500,9500,9500,9500,9500,0,0,9500,9500,9500,9500,9500,0,0,9500,9500,9500,9500,9500,0,0,9500,9500,9500,9500,9500,0,0,9500
"Pasar Baru","Garam Beryodium Bata",0,1000,1000,1000,1000,1000,0,0,1000,1000,1000,1000,1000,0,0,1000,1000,1000,1000,1000,0,0,1000,1000,1000,1000,1000,0,0,1000
"Pasar Baru","Garam Beryodium Halus",0,3500,3500,3500,3500,0,0,0,3500,3500,10000,10000,10000,0,0,3500,3500,3500,3500,3500,0,0,3500,3500,3500,3500,3500,0,0,3500
"Pasar Baru","Tepung Terigu Cakra Kembar",0,0,0,8000,8000,8000,0,0,0,8000,8000,8000,8000,0,0,8000,8000,8000,8000,8000,0,0,8000,8000,8000,8000,8000,0,0,8000
"Pasar Baru","Tepung Terigu Kunci",0,7500,7500,7500,7500,7500,0,0,7500,0,7500,7500,7500,0,0,7500,7500,7500,7500,7500,0,0,7500,7500,7500,7500,7500,0,0,7500
"Pasar Baru","Mie Instan",0,2000,2000,2000,2000,2000,0,0,2000,2000,2000,2000,2000,0,0,2000,2000,2000,2000,2000,0,0,2000,2000,2000,2000,2000,0,0,2000
"Pasar Baru","Cabe Rawit Hijau",0,20000,20000,18000,18000,18000,0,0,20000,20000,20000,20000,20000,0,0,0,25000,25000,25000,25000,0,0,30000,30000,30000,30000,30000,0,0,30000
"Pasar Baru","Kacang Hijau",0,22000,22000,22000,22000,22000,0,0,22000,22000,22000,22000,22000,0,0,22000,22000,22000,22000,22000,0,0,22000,22000,22000,22000,22000,0,0,22000
"Pasar Baru","Susu Bubuk Dancow",0,36000,36000,36000,36000,36000,0,0,36000,36000,36000,36000,36000,0,0,36000,36000,36000,36000,36000,0,0,36000,36000,36000,36000,36000,0,0,36000
"Pasar Baru","Susu Bubuk Indomilk",0,33500,33500,33500,33500,33500,0,0,33500,33500,33500,33500,33500,0,0,33500,33500,33500,33500,33500,0,0,33500,33500,33500,33500,33500,0,0,33500
"Pasar Baru","Ikan Kembung",0,30000,30000,30000,30000,30000,0,0,30000,30000,30000,30000,30000,0,0,30000,30000,30000,30000,30000,0,0,30000,30000,30000,30000,30000,0,0,30000
