id,nama_paket,pagu,metode_pemilihan,sumber_dana,instansi,skpd,tahun_anggaran,nama_kegiatan,jenis_belanja,jenis_pengadaan,volume,lokasi,deskripsi,sumber_dana_detail,pagu_detail,mata_anggaran,pemilihan_penyedia,awal_pemilihan,akhir_pemilihan,awal_pekerjaan,akhir_pekerjaan,
7826052,Belanja bahan medis habis pakai pada kegiatan BOK UPT Puskesmas Sukajadi,49170000,e-Purchasing,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Kesehatan (DAK),Barang/jasa,Barang,1 tahun,Kota Bandung,Belanja bahan medis habis pakai pada kegiatan BOK UPT Puskesmas Sukajadi,APBD,49170000,1.02.1.02.01.04.16.43.5.2.2.02.09,E-Purchasing,29/09/2016,14/10/2016,14/10/2016,15/12/2016,
6665663,Belanja makanan dan minuman pada kegiatan pelayanan nifas,28500000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pelayanan nifas,Barang/jasa,Jasa Lainnya,500 OH,Kota Bandung,Belanja makanan dan minuman pada kegiatan pelayanan nifas,APBD,28500000,1.02.1.02.01.01.34.13.5.2.2.11.05,Pengadaan Langsung,11/01/2016,18/01/2016,01/02/2016,29/02/2016,
6657452,Belanja kursus-kursus singkat/pelatihan optimalisasi tenaga kesehatan PON di tempat pertandingan pada kegiatan pelayanan kesehatan olah raga,108617000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pelayanan kesehatan olah raga,Barang/jasa,Jasa Lainnya,1 paket,Kota Bandung,Belanja kursus-kursus singkat/pelatihan optimalisasi tenaga kesehatan PON di tempat pertandingan pada kegiatan pelayanan kesehatan olah raga,APBD,108617000,1.02.1.02.01.01.16.34.5.2.2.17.01,Pengadaan Langsung,01/03/2016,30/06/2016,01/07/2016,31/07/2016,
7140035,Belanja cetak,125000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pengembangan data dan informasi pembangunan kesehatan,Barang/jasa,Jasa Lainnya,1 paket,Kota Bandung,Belanja cetak pada kegiatan pengembangan data dan informasi pembangunan kesehatan,APBD,125000000,1.02.1.02.01.36.03.5.2.2.06.01,Pengadaan Langsung,01/04/2016,30/04/2016,01/05/2016,30/06/2016,
7060294,Belanja Sosialisasi peningkatan pelayanan kefarmasian,65000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Peningkatan pengawasan keamanan obat dan bahan berbahaya,Barang/jasa,Jasa Lainnya,100 OH,Kota Bandung,Belanja sosialisasi peningkatan pelayanan kefarmasian bagi petugas pengella obat dinas dan puskesmas,APBD,65000000,1.02.1.02.01.17.06.5.2.2.17.02,Pengadaan Langsung,01/09/2016,30/09/2016,03/10/2016,31/10/2016,
7827313,Belanja Penggandaan Bantuan Operasional Kesehatan UPT Kopo,25005000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Kesehatan UPT Kopo,Barang/jasa,Barang,1 paket,Kota Bandung,Belanja Penggandaan Bantuan Operasional Kesehatan UPT Kopo,APBD,25005000,1.02.1.02.01.02.19.43.5.2.2.06.02,Pengadaan Langsung,23/06/2016,01/07/2016,11/07/2016,28/12/2016,
7020725,Belanja makanan dan minuman kegiatan,40000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pengawasan dan pengendalian keamanan dan kesehatan makanan restaurant,Barang/jasa,Jasa Lainnya,1 Paket,Kota Bandung,Belanja makanan dan minuman kegiatan,APBD,40000000,1.02.1.02.01.01.31.3.5.2.2.11.05,Pengadaan Langsung,01/02/2016,15/02/2016,16/02/2016,30/06/2016,
8653447,PC Speaker,2000000,Pengadaan Langsung,APBDP,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Penyediaan peralatan dan perlengkapan kantor,Modal,Barang,2 unit,Jl. Supratman No 73 Bandung,PC Speaker,APBDP,2000000,1.02.1.02.01.01.01.13.5.2.3.29.05,Pengadaan Langsung,15/11/2016,25/11/2016,28/11/2016,23/12/2016,
7826172,Belanja penggandaan pada kegiatan BOK UPT Puskesmas Pasirkaliki,26252200,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Kesehatan (DAK),Barang/jasa,Jasa Lainnya,1 tahun,Kota Bandung,Belanja penggandaan pada kegiatan BOK UPT Puskesmas Pasirkaliki,APBD,26252200,1.02.1.02.01.03.16.43.5.2.2.06.02,Pengadaan Langsung,29/09/2016,14/10/2016,14/10/2016,15/12/2016,
7827215,Belanja Makanan dan Minuman Kegiatan UPT PKM Talaga Bodas,173150000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Kesehatan (DAK) UPT PKM Talaga Bodas,Barang/jasa,Jasa Lainnya,1 Paket,Kota Bandung,Belanja Makanan dan Minuman Kegiatan UPT PKM Talaga Bodas,APBD,173150000,1.02.1.02.01.15.16.43.5.2.2.11.05,Pengadaan Langsung,11/07/2016,11/08/2016,12/08/2016,28/12/2016,
6657316,Belanja penggandaan pada kegiatan pelayanan kesehatan olah raga,13400000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,pelayanan kesehatan olah raga,Barang/jasa,Barang,6 paket,Kota Bandung,Belanja penggandaan pada kegiatan pelayanan kesehatan olah raga,APBD,13400000,1.02.1.02.01.01.16.34.5.2.2.06.02,Pengadaan Langsung,18/04/2016,29/04/2016,01/05/2016,31/10/2016,
7806010,Belanja Makanan Minuman Kegiatan UPT Puskesmas Cibiru,93200000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Kesehatan (DAK),Barang/jasa,Jasa Lainnya,1 paket,Kota Bandung,Belanja Makanan Minuman Kegiatan UPT Puskesmas Cibiru,APBD,93200000,1.02.1.02.01.27.16.43.5.2.2.11.05,Pengadaan Langsung,14/09/2016,21/09/2016,22/09/2016,30/11/2016,
7468307,Pemeliharaan  gedung dan bangunan UPT Puskesmas Pasundan,150000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pemeliharaan rutin/berkala gedung kantor,Barang/jasa,Pekerjaan Konstruksi,1 Paket,Kota Bandung,Pemeliharaan gedung dan bangunan UPT Puskesmas Pasundan,APBD,150000000,1.02.1.02.01.01.02.22.5.2.2.20.05,Pengadaan Langsung,01/06/2016,30/06/2016,01/07/2016,30/09/2016,
8166108,Belanja Alat Tulis Kantor pada UPT PKM Salam,19480958,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Puskesmas (DAK) UPT PKM Salam,Barang/jasa,Barang,1 Tahun,Kota Bandung,Belanja Alat Tulis Kantor pada UPT PKM Salam,APBD,19480958,1.02.1.02.01.10.16.43.5.2.2.01.01,Pengadaan Langsung,10/10/2016,20/10/2016,21/10/2016,09/12/2016,
7465705,Pemeliharaan  gedung dan bangunan UPT Puskesmas Ibrahim Adjie,150000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pemeliharaan rutin/berkala gedung kantor,Barang/jasa,Pekerjaan Konstruksi,1 Paket,Kota Bandung,Pemeliharaan gedung dan bangunan UPT Puskesmas Ibrahim Adjie,APBD,150000000,1.02.1.02.01.01.02.22.5.2.2.20.05,Pengadaan Langsung,01/06/2016,30/06/2016,01/07/2016,31/08/2016,
6666929,Belanja cetak pada kegiatan Pelayanan penjaringan kesehatan siswa SD dan setingkat,45115000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pelayanan penjaringan kesehatan siswa SD dan setingkat,Barang/jasa,Barang,34 paket,Kota Bandung,Belanja cetak pada kegiatan Pelayanan penjaringan kesehatan siswa SD dan setingkat,APBD,45115000,1.02.1.02.01.01.34.2.5.2.2.06.02,Pengadaan Langsung,19/02/2016,29/02/2016,01/03/2016,31/03/2016,
7016727,Belanja makanan dan minuman kegiatan,17500000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Penemuan dan penanganan penderita pneumonia balita,Barang/jasa,Jasa Lainnya,1 Paket,Kota Bandung,Belanja makanan dan minuman kegiatan,APBD,17500000,1.02.1.02.01.01.34.5.5.2.2.11.05,Pengadaan Langsung,15/03/2016,31/03/2016,01/04/2016,31/05/2016,
7390836,Konsultan Pengawas Puskesmas Sekejati,15000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Rehabilitasi Puskesmas,Modal,Jasa Konsultansi,1 Paket,Kota Bandung,Konsultan Pengawas Puskesmas Sekejati,APBD,15000000,1.02.1.02.01.01.25.24.5.2.3.49.06,Pengadaan Langsung,20/05/2016,30/05/2016,01/06/2016,31/08/2016,
8428226,"Belanja Spanduk,brosur,pamflet,umbul-umbul dan sarana informasi lainnya - Umbul-umbul hari kesehatan nasional kegiatan Penyediaan peralatan rumah tangga",40000000,Pengadaan Langsung,APBDP,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Penyediaan peralatan rumah tangga,Barang/jasa,Barang,1 paket,Kota Bandung,"Belanja Spanduk,brosur,pamflet,umbul-umbul dan sarana informasi lainnya - Umbul-umbul hari kesehatan nasional kegiatan Penyediaan peralatan rumah tangga",APBDP,40000000,1.02.1.02.01.01.01.14.5.2.2.01.10,Pengadaan Langsung,18/11/2016,26/11/2016,28/11/2016,08/12/2016,
7388535,Konsultan Pengawas Puskesmas Girimande,7000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Rehabilitasi Puskesmas,Modal,Jasa Konsultansi,1 Paket,Kota Bandung,Konsultan Pengawas Puskesmas Girimande,APBD,7000000,1.02.1.02.01.01.25.24.5.2.3.49.06,Pengadaan Langsung,15/06/2016,30/06/2016,01/06/2016,31/08/2016,
7827803,Belanja Cetak UPT PKM Margahayu Raya,45012089,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Kesehatan (DAK) UPT PKM Margahayu Raya,Barang/jasa,Jasa Lainnya,1 Tahun,Kota Bandung,Belanja Cetak UPT PKM Margahayu Raya,APBD,45012089,1.02.1.02.01.23.16.43.5.2.2.06.01,Pengadaan Langsung,11/07/2016,11/08/2016,12/08/2016,28/12/2016,
7388430,Rehabilitasi Gedung Bangunan Puskesmas Mandala Mekar,200000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Rehabilitasi Puskesmas,Modal,Pekerjaan Konstruksi,1 Paket,Kota Bandung,Rehabilitasi Gedung Bangunan Puskesmas Mandala Mekar,APBD,200000000,1.02.1.02.01.01.25.24.5.2.3.49.06,Pengadaan Langsung,01/06/2016,22/06/2016,23/06/2016,21/09/2016,
7007825,Belanja kursus-kursus singkat/pelatihan: Pelatihan pengelola program P2DBD,135000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pelayanan penderita DBD yang ditangani,Barang/jasa,Jasa Lainnya,1 Paket,Kota Bandung,Pelatihan pengelola program P2DBD,APBD,135000000,1.02.1.02.01.01.34.7.5.2.2.17.01,Pengadaan Langsung,01/04/2016,30/04/2016,01/05/2016,30/09/2016,
7060178,Belanja penggandaan,12825000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Peningkatan pengawasan obat dan bahan berbahaya,Barang/jasa,Jasa Lainnya,5 paket,Kota Bandung,Belanja penggandaan kegiatan pada kegiatan peningkatan pengawasan obat dan bahan berbahaya,APBD,12825000,1.02.1.02.01.17.06.5.2.2.06.02,Pengadaan Langsung,01/02/2016,29/02/2016,01/03/2016,31/10/2016,
8167039,Belanja Penggandaan pada UPT PKM Neglasari,14423721,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Puskesmas (DAK) UPT PKM Neglasari,Barang/jasa,Barang,1 Tahun,Kota Bandung,Belanja Penggandaan pada UPT PKM Neglasari,APBD,14423721,1.02.1.02.01.06.16.43.5.2.2.06.02,Pengadaan Langsung,10/10/2016,20/10/2016,21/10/2016,09/12/2016,
7141731,Belanja modal peralatan dan mesin - Pengadaan personal komputer,80000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pengembangan data daninformasi pembangunan kesehatan ,Modal,Barang,1 paket,Kota Bandung,Belanja modal peralatan dan mesin - Pengadaan personal komputer (Pengadaan komputer server dan rack server),APBD,80000000,1.02.1.02.01.36.03.5.2.3.29.02,Pengadaan Langsung,01/05/2016,31/05/2016,01/06/2016,30/06/2016,
8162605,Belanja barang alkes kedokteran (paket 18),16379575,e-Purchasing,APBDP,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pengadaan obat dan perbekalan kesehatan,Modal,Barang,1 tahun,Kota Bandung,Belanja barang alkes kedokteran,APBDP,16379575,1.02.1.02.01.01.15.01.5.2.3.19.01,E-Purchasing,01/11/2016,14/11/2016,15/11/2016,30/11/2016,
7396463,Pemeliharaan  gedung dan bangunan Puskesmas Babatan,40000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pemeliharaan rutin/berkala gedung kantor,Barang/jasa,Pekerjaan Konstruksi,1 Paket,Kota Bandung,Pemeliharaan gedung dan bangunan Puskesmas Babatan,APBD,40000000,1.02.1.02.01.01.02.22.5.2.2.20.05,Pengadaan Langsung,01/06/2016,22/06/2016,23/06/2016,20/07/2016,
7107120,"Belanja spanduk, brosur, pamflet, umbul-umbul dan sarana informasi lainnya: Belanja spanduk",72000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pelayanan imunisasi dasar,Barang/jasa,Jasa Lainnya,1 Paket,Kota Bandung,Belanja spanduk,APBD,72000000,1.02.1.02.01.01.34.16.5.2.2.01.10,Pengadaan Langsung,01/02/2016,09/02/2016,10/02/2016,29/02/2016,
7021631,Belanja bahan obat-obatan:bahan habis pakai untuk IVA Test,45000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pelayanan pencegahan dan penanggulangan penyakit tidak menular,Barang/jasa,Barang,1 Paket,Kota Bandung,bahan habis pakai untuk IVA Test,APBD,45000000,1.02.1.02.01.01.16.31.5.2.2.02.04,Pengadaan Langsung,16/03/2016,31/03/2016,01/04/2016,30/04/2016,
7374131,Belanja Peralatan rumah tanggan ,135000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Penyediaan Peralatan Rumah Tangga,Modal,Barang,1 Paket,Kota Bandung,Gordein dan peralatan makan minum Puskesmas,APBD,135000000,1.02.1.02.01.01.01.14.5.2.3.31.01,Pengadaan Langsung,27/04/2016,17/05/2016,18/05/2016,17/06/2016,
7755586,Belanja cetak Bantuan Operasional Kesehatan pada UPT Puskesmas Citarip,42322442,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Kesehatan UPT Puskesmas Citarip,Barang/jasa,Barang,1 tahun,Kota Bandung,Belanja cetak Bantuan Operasional Kesehatan pada UPT Puskesmas Citarip,APBD,42322442,1.02.1.02.01.17.16.43.5.2.2.06.01,Pengadaan Langsung,22/06/2016,01/07/2016,11/07/2016,28/12/2016,
6665134,Belanja cetak pada kegiatan Pelayanan komplikasi kebidanan yang ditangani,197500000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pelayanan komplikasi kebidanan yang ditangani,Barang/jasa,Barang,78150 bk,Kota Bandung,Belanja cetak pada kegiatan Pelayanan komplikasi kebidanan yang ditangani,APBD,197500000,1.02.1.02.01.01.34.11.5.2.2.06.01,Pengadaan Langsung,11/01/2016,18/01/2016,01/02/2016,29/02/2016,
7827634,Belanja Alat Tulis Kantor UPT PKM Cipamokolan,23768300,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Kesehatan (DAK) UPT PKM Cipamokolan ,Barang/jasa,Barang,1 Tahun,Kota Bandung,Belanja Alat Tulis Kantor UPT PKM Cipamokolan,APBD,23768300,1.02.1.02.01.22.16.43.5.2.2.01.01,Pengadaan Langsung,11/07/2016,11/08/2016,12/08/2016,28/12/2016,
8203893,Gordein,105000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Penyediaan peralatan rumah tangga,Barang/jasa,Barang,1 Paket,Jl. Supratman No 73 Bandung,Gordein,APBD,105000000,1.02.1.02.01.01.01.14.5.2.2.31.01,Pengadaan Langsung,17/10/2016,24/10/2016,25/10/2016,24/11/2016,
7826320,Belanja cetak pada kegiatan BOK UPT Puskesmas Puter,86939628,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Kesehatan (DAK) ,Barang/jasa,Jasa Lainnya,1 paket,Kota Bandung,Belanja cetak pada kegiatan BOK UPT Puskesmas Puter,APBD,86939628,1.02.1.02.01.09.16.43.5.2.2.06.01,Pengadaan Langsung,29/09/2016,14/10/2016,14/10/2016,15/12/2016,
7059389,Belanja makanan dan minuman ketahanan tubuh,12000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pengadaan obat dan pebekalan kesehatan,Barang/jasa,Jasa Lainnya,1 tahun,Kota Bandung,Belanja makanan dan minuman ketahan tubuh untuk repacking obat dan alkes,APBD,12000000,1.02.1.02.01.15.01.5.2.2.11.01,Pengadaan Langsung,01/02/2016,29/02/2016,01/03/2016,20/12/2016,
8370428,Belanja penggandaan Sosialisasi e-RK (elektronik Remun dan Kinerja) dilingkungan Dinas Kesehatan Kota Bandung,3000000,Pengadaan Langsung,APBDP,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pendidikan dan pelatihan formal,Barang/jasa,Jasa Lainnya,1 paket,Kota Bandung,Belanja penggandaan Sosialisasi e-RK (elektronik Remun dan Kinerja) dilingkungan Dinas Kesehatan Kota Bandung,APBDP,3000000,1.02.1.02.01.01.05.01.5.2.2.06.02,Pengadaan Langsung,18/11/2016,26/11/2016,28/11/2016,17/12/2016,
7826240,Belanja cetak pada kegiatan BOK UPT Puskesmas Ciumbuleuit,33900402,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Kesehatan (DAK),Barang/jasa,Jasa Lainnya,1 tahun,Kota Bandung,Belanja cetak pada kegiatan BOK UPT Puskesmas Ciumbuleuit,APBD,33900402,1.02.1.02.01.07.16.43.5.2.2.06.01,Pengadaan Langsung,29/09/2016,14/10/2016,14/10/2016,15/12/2016,
5773637,Belanja Modal Gedung dan Bangunan - Konsultan Perencana Pembangunan Gedung UPT Puskesmas Ujung Berung Indah,100000000,Seleksi Sederhana,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pembangunan Puskesmas,Modal,Jasa Konsultansi,1 paket,Kota Bandung,Konsultan Perencana Pembangunan Gedung UPT Puskesmas Ujung Berung Indah,APBD,100000000,1.02.1.02.01.25.01.5.2.3.49.06,Seleksi Sederhana,18/01/2016,29/02/2016,01/03/2016,29/04/2016,
6263012,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Pendingin Vaccine carrier,1095000000,Lelang Sederhana,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pelayanan imunisasi dasar,Modal,Barang,1 Paket,Kota Bandung,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Pendingin Vaccine carrier,APBD,1095000000,1.02.1.02.01.34.16.5.2.3.28.04,Lelang Sederhana,04/02/2016,25/02/2016,26/02/2016,06/03/2016,
7024307,Belanja makanan dan minuman Lokmin tingkat puskesmas pada kegiatan Pelayanan kesehatan dasar masyarakat miskin,165600000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pelayanan kesehatan dasar masyarakat miskin,Barang/jasa,Jasa Lainnya,1 paket,Kota Bandung,Belanja makanan dan minuman pada kegiatan Pelayanan kesehatan dasar masyarakat miskin,APBD,165600000,1.02.1.02.01.01.34.9.5.2.2.11.05,Pengadaan Langsung,15/03/2016,31/03/2016,01/04/2016,31/12/2016,Belanja makanan dan minuman Lokmin tingkat puskesmas pada kegiatan Pelayanan kesehatan dasar masyarakat miskin (6664513) 
7693953,Kursi Kerja,100000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pengadaan Meubelair,Modal,Barang,1 Paket,Jl. Supratman No 73 Bandung,Pengadaan Meubelair Pengadaan Kursi Kerja,APBD,100000000,1.02.1.02.01.01.02.10.5.2.3.28.01,Pengadaan Langsung,13/06/2016,27/06/2016,28/06/2016,27/08/2016,
7687550,Belanja Umbul Umbul,75000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Penyediaan peralatan dan perlengkapan kantor,Barang/jasa,Barang,1 Tahun,Dinas Kesehatan,Belanja Umbul Umbul,APBD,75000000,1.02.1.02.01.01.01.13.5.2.2.01.10,Pengadaan Langsung,18/07/2016,29/07/2016,01/08/2016,12/08/2016,
8062248,Belanja Modal Peralatan dan Mesin Pengadaan Alat Kantor Lainnya Mesin Sistem Antrian,180000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Penyediaan Peralatan dan Perlengkapan Kantor,Modal,Barang,3 Paket,Kota Bandung,Belanja Modal Mesin Sistem Antrian,APBD,180000000,1.02.1.02.01.01.01.13.5.2.3.27.05,Pengadaan Langsung,01/10/2016,17/10/2016,18/10/2016,30/11/2016,Belanja Modal Peralatan dan Mesin Pengadaan Alat Kantor Lainnya Mesin Sistem Antrian (7610751) 
8166467,Belanja Makanan dan Minuman Kegiatan pada UPT PKM Tamblong,56915000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Puskesmas (DAK) UPT PKM Tamblong,Barang/jasa,Jasa Lainnya,1 Tahun,Kota Bandung,Belanja Makanan dan Minuman Kegiatan pada UPT PKM Tamblong,APBD,56915000,"1.02.1.02.01.11.16.43,5.2.2.11.05",Pengadaan Langsung,10/10/2016,20/10/2016,21/10/2016,09/12/2016,
7832796,Belanja Penggandaan UPT Puskesmas Panghegar,19820800,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Kesehatan (DAK),Barang/jasa,Barang,1 Paket,kota Bandung,Belanja Penggandaan UPT Puskesmas Panghegar,APBD,19820800,1.02.1.02.01.24.16.43.5.2.2.06.02,Pengadaan Langsung,19/09/2016,30/09/2016,03/10/2016,31/10/2016,
7140388,Belanja pemeliharaan peralatan dan perlengkapan kantor/rumah tangga,55500000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pengembangan data dan informasi pembangunan kesehatan ,Barang/jasa,Jasa Lainnya,6 paket,Kota Bandung,Belanja pemeliharaan peralatan dan perlengkapan kantor/rumah ta,APBD,55500000,1.02.1.02.01.36.03.5.2.2.20.08,Pengadaan Langsung,01/09/2016,30/09/2016,03/10/2016,31/10/2016,
8428191,Belanja modal peralatan dan mesin -pengadaan personal komputer - Note book pro book  kegiatan Penyediaan peralatan dan perlengkapan kantor,19000000,e-Purchasing,APBDP,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Penyediaan peralatan dan perlengkapan kantor,Modal,Barang,2 Unit,Kota Bandung,Belanja modal peralatan dan mesin -pengadaan personal komputer - Note book pro book kegiatan Penyediaan peralatan dan perlengkapan kantor,APBDP,19000000,1.02.1.02.01.01.01.13.5.2.3.29.02,E-Purchasing,18/11/2016,26/11/2016,28/11/2016,08/12/2016,
8416218,Belanja makanan dan minuman Bantuan Operasional Kesehatan UPT Kopo,79145000,Pengadaan Langsung,APBDP,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Bantuan Operasional Kesehatan UPT Kopo,Barang/jasa,Jasa Lainnya,1 tahun,Kota Bandung,Belanja makanan dan minuman Bantuan Operasional Kesehatan UPT Kopo,,,,Pengadaan Langsung,23/06/2016,01/07/2016,11/07/2016,28/12/2016,Belanja makanan dan minuman Bantuan Operasional Kesehatan UPT Kopo (7827320) 
7468761,Pemeliharaan  gedung dan bangunan Gudang Ramdan,40000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pemeliharaan rutin/berkala gedung kantor,Barang/jasa,Pekerjaan Konstruksi,1 Paket,Kota Bandung,Pemeliharaan gedung dan bangunan Gudang Ramdan,APBD,40000000,1.02.1.02.01.01.02.22.5.2.2.20.05,Pengadaan Langsung,01/06/2016,30/06/2016,01/07/2016,31/07/2016,
8428028,Belanja Jasa Cleaning Service dan Laundry,1430000000,Lelang Sederhana,APBDP,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Penyediaan Jasa Kebersihan kantor,Barang/jasa,Jasa Lainnya,1 paket,Kota Bandung,Belanja Jasa Cleaning Service dan Laundry untuk Dinas dan 32 UPT Puskesmas,,,,Lelang Sederhana,11/12/2015,04/01/2016,05/01/2016,31/12/2016,Belanja Jasa Cleaning Service dan Laundry (5037172) 
7465529,Pemeliharaan  gedung dan bangunan Puskesmas Sukaraja,40000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pemeliharaan rutin/berkala gedung Kantor,Barang/jasa,Pekerjaan Konstruksi,1 Paket,Kota Bandung,Pemeliharaan gedung dan bangunan Puskesmas Sukaraja,APBD,40000000,1.02.1.02.01.01.02.22.5.2.2.20.05,Pengadaan Langsung,01/06/2016,27/06/2016,28/06/2016,27/07/2016,
7468578,Pemeliharaan  gedung dan bangunan UPT Puskesmas Panghegar,40000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pemeliharaan rutin/berkala gedung kantor,Barang/jasa,Pekerjaan Konstruksi,1 Paket,Kota Bandung,Pemeliharaan gedung dan bangunan UPT Puskesmas Panghegar,APBD,40000000,1.02.1.02.01.01.02.22.5.2.2.20.05,Pengadaan Langsung,01/06/2016,30/06/2016,01/07/2016,31/07/2016,
7018104,Belanja makanan dan minuman pelatihan,106250000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pengkajian pengembangan lingkungan sehat,Barang/jasa,Jasa Lainnya,1 paket,Kota Bandung,Belanja makanan dan minuman pelatihan,APBD,106250000,1.02.1.02.01.01.21.1.5.2.2.11.04,Pengadaan Langsung,01/02/2016,15/02/2016,16/02/2016,30/11/2016,
7022290,Belanja cetak,61000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS KESEHATAN,2016,Pelayanan pencegahan dan penanggulangan penyakit menular,Barang/jasa,Jasa Lainnya,1 Paket,Kota Bandung,Belanja cetak,APBD,61000000,1.02.1.02.01.01.22.5.5.2.2.06.01,Pengadaan Langsung,16/03/2016,31/03/2016,01/04/2016,31/05/2016,
