"nomor_registrasi","alamat_lokasi","nama_kelurahan","nama_kecamatan"
"1678/KRK-DISTARCIP/IV-2016","PERMATA INTEN KAVLING 02","Cisaranten Kulon","Arcamanik"
"1677/KRK-DISTARCIP/IV-2016","JL. PERMATA INTEN KAVLING 01","Cisaranten Kulon","Arcamanik"
"1671/KRK-DISTARCIP/IV-2016","KAV. PERKEBUNAN/PURBASARI","Cisaranten Kulon","Arcamanik"
"1660/KRK-DISTARCIP/IV-2016","BERLIAN NO. 26","Cisaranten Kulon","Arcamanik"
"1645/KRK-DISTARCIP/IV-2016","CISARANTEN KULON VI NO.15","Cisaranten Kulon","Arcamanik"
"1620/KRK-DISTARCIP/IV-2016","CISARANTEN KAVLING AC-17A","Cisaranten Kulon","Arcamanik"
"1613/KRK-DISTARCIP/IV-2016","PANCA TENGAH 1 NO.223","Cisaranten Kulon","Arcamanik"
"1590/KRK-DISTARCIP/IV-2016","BLOK CISARANTEN KULON","Cisaranten Kulon","Arcamanik"
"1593/KRK-DISTARCIP/IV-2016","CISARANTEN KULON","Cisaranten Kulon","Arcamanik"
"1578/KRK-DISTARCIP/IV-2016","PIRUS","Cisaranten Kulon","Arcamanik"
"1572/KRK-DISTARCIP/IV-2016","GARDEN VILLAS VI NO. 68","Cisaranten Kulon","Arcamanik"
"1571/KRK-DISTARCIP/IV-2016","JL.KALADIUM","Cisaranten Kulon","Arcamanik"
"1549/KRK-DISTARCIP/IV-2016","PIRUS GALUH / BLOK SAWAH LUHUR KAVLING BBC-6","Cisaranten Kulon","Arcamanik"
"1500/KRK-DISTARCIP/IV-2016","KAVLING DPR 14","Cisaranten Kulon","Arcamanik"
"1472/KRK-DISTARCIP/IV-2016","BLOK CISARANTEN","Cisaranten Kulon","Arcamanik"
"0807/KRK-DISTARCIP/II-2016","PERMATA TAMAN SARI III","Cisaranten Kulon","Arcamanik"
"1431/KRK-DISTARCIP/IV-2016","KAV. PEMATA BUMI ABC - 33","Cisaranten Kulon","Arcamanik"
"1410/KRK-DISTARCIP/IV-2016","CISARANTEN KULON","Cisaranten Kulon","Arcamanik"
"1371/KRK-DISTARCIP/IV-2016","KAVLING BBC-110","Cisaranten Kulon","Arcamanik"
"1348/KRK-DISTARCIP/IV-2016","PERMATA INTEN / KAVLING 10","Cisaranten Kulon","Arcamanik"
"1347/KRK-DISTARCIP/IV-2016","PERMATA INTEN / KAVLING 14","Cisaranten Kulon","Arcamanik"
"1346/KRK-DISTARCIP/IV-2016","PERMATA INTEN / KAVLING 11","Cisaranten Kulon","Arcamanik"
"1345/KRK-DISTARCIP/IV-2016","PERMATA INTEN / KAVLING 13","Cisaranten Kulon","Arcamanik"
"1321/KRK-DISTARCIP/III-2016","GADING TIMUR II","Cisaranten Kulon","Arcamanik"
"1315/KRK-DISTARCIP/III-2016","KAVLING S-20 KP.RANCA TENGAH","Cisaranten Kulon","Arcamanik"
"1119/KRK-DISTARCIP/III-2016","PERMATA PERMAI","Cisaranten Kulon","Arcamanik"
"1295/KRK-DISTARCIP/III-2016","KP. CINGISED/PERMATA PERMAI","Cisaranten Kulon","Arcamanik"
"1276/KRK-DISTARCIP/III-2016","KP. CISARANTEN KULON","Cisaranten Kulon","Arcamanik"
"1270/KRK-DISTARCIP/III-2016","KP. CINGISED/PERMATA PERMAI","Cisaranten Kulon","Arcamanik"
"1257/KRK-DISTARCIP/III-2016","KP. CINGISED","Cisaranten Kulon","Arcamanik"
"1256/KRK-DISTARCIP/III-2016","KP. CINGISED/ PERMATA PERMAI","Cisaranten Kulon","Arcamanik"
"1255/KRK-DISTARCIP/III-2016","KP. CINGISED/PERMATA PERMAI","Cisaranten Kulon","Arcamanik"
"1254/KRK-DISTARCIP/III-2016","KP. CINGISED/PERMATA PERMAI","Cisaranten Kulon","Arcamanik"
"1221/KRK-DISTARCIP/III-2016","KP. CINGISED/PERMATA PERMAI","Cisaranten Kulon","Arcamanik"
"1215/KRK-DISTARCIP/III-2016","KP. SUMBER SARI","Cisaranten Kulon","Arcamanik"
"1184/KRK-DISTARCIP/III-2016","PERMATA BUMI V KAV - 2","Cisaranten Kulon","Arcamanik"
"1181/KRK-DISTARCIP/III-2016","PERMATA BUMI V KAV - 3","Cisaranten Kulon","Arcamanik"
"1180/KRK-DISTARCIP/III-2016","PERMATA BUMI V KAV -1","Cisaranten Kulon","Arcamanik"
"1122/KRK-DISTARCIP/III-2016","PERMATA TAMAN SARI ASRI III","Cisaranten Kulon","Arcamanik"
"1121/KRK-DISTARCIP/III-2016","PERMATA TAMAN SARI ASRI III","Cisaranten Kulon","Arcamanik"
"1120/KRK-DISTARCIP/III-2016","PERMATA TAMAN SARI ASRI III","Cisaranten Kulon","Arcamanik"
"1086/KRK-DISTARCIP/III-2016","CISARANTEN KULON","Cisaranten Kulon","Arcamanik"
"1087/KRK-DISTARCIP/III-2016","CISARANTEN KULON","Cisaranten Kulon","Arcamanik"
"1085/KRK-DISTARCIP/III-2016","CISARANTEN KULON","Cisaranten Kulon","Arcamanik"
"1082/KRK-DISTARCIP/III-2016","PERMATA PERMAI 1 NO.77C","Cisaranten Kulon","Arcamanik"
"1022/KRK-DISTARCIP/III-2016","CISARANTEN KULON / EVERGREEN TOWN HOUSE BLOK A NO. 2","Cisaranten Kulon","Arcamanik"
"1018/KRK-DISTARCIP/III-2016","PERMATA SARAU","Cisaranten Kulon","Arcamanik"
"0971/KRK-DISTARCIP/III-2016","CISARANTEN KULON XI","Cisaranten Kulon","Arcamanik"
"0970/KRK-DISTARCIP/III-2016","CISARANTEN KULON XI","Cisaranten Kulon","Arcamanik"
"0969/KRK-DISTARCIP/III-2016","CISARANTEN KULON XI","Cisaranten Kulon","Arcamanik"
"0968/KRK-DISTARCIP/III-2016","CISARANTEN KULON XI","Cisaranten Kulon","Arcamanik"
"0945/KRK-DISTARCIP/III-2016","TERUSAN PERMATA BUMI","Cisaranten Kulon","Arcamanik"
"0930/KRK-DISTARCIP/III-2016","CISARANTEN BARU I NO. 22","Cisaranten Kulon","Arcamanik"
"0912/KRK-DISTARCIP/III-2016","CISARANTEN KULON IX","Cisaranten Kulon","Arcamanik"
"0911/KRK-DISTARCIP/III-2016","CISARANTEN KULON IX","Cisaranten Kulon","Arcamanik"
"0857/KRK-DISTARCIP/III-2016","CISARANTEN KULON NO. 76","Cisaranten Kulon","Arcamanik"
"0815/KRK-DISTARCIP/II-2016","PERMATA BUMI VI","Cisaranten Kulon","Arcamanik"
"0776/KRK-DISTARCIP/II-2016","PERMATA INDAH I BLOK A NO. 4","Cisaranten Kulon","Arcamanik"
"0744/KRK-DISTARCIP/II-2016","BLOK CISARANTEUN","Cisaranten Kulon","Arcamanik"
"0661/KRK-DISTARCIP/II-2016","PERMATA PERMAI I NO. 80","Cisaranten Kulon","Arcamanik"
"0638/KRK-DISTARCIP/II-2016","CISARANTEN BARU NO. 18","Cisaranten Kulon","Arcamanik"
"0574/KRK-DISTARCIP/II-2016","PERMATA INTEN","Cisaranten Kulon","Arcamanik"
"0543/KRK-DISTARCIP/II-2016","CISARANTEN KULON X","Cisaranten Kulon","Arcamanik"
"0542/KRK-DISTARCIP/II-2016","GELOMBANG CINTA","Cisaranten Kulon","Arcamanik"
"0440/KRK-DISTARCIP/II-2016","BLOK CISARANTEN","Cisaranten Kulon","Arcamanik"
"0429/KRK-DISTARCIP/II-2016","CISARANTEN KULON 2","Cisaranten Kulon","Arcamanik"
"0417/KRK-DISTARCIP/II-2016","PERMATA BUMI I","Cisaranten Kulon","Arcamanik"
"0407/KRK-DISTARCIP/II-2016","KOMPLEK PERMATA INDAH BLOK B II","Cisaranten Kulon","Arcamanik"
"0384/KRK-DISTARCIP/I-2016","PERMATA TAMAN SARI XII","Cisaranten Kulon","Arcamanik"
"0367/KRK-DISTARCIP/I-2016","CISARANTEN KULON IX","Cisaranten Kulon","Arcamanik"
"0366/KRK-DISTARCIP/I-2016","CISARANTEN KULON","Cisaranten Kulon","Arcamanik"
"0302/KRK-DISTARCIP/I-2016","PIRUS","Cisaranten Kulon","Arcamanik"
"0242/KRK-DISTARCIP/I-2016","BLOK SAWAH LUHUR / JL. PIRUS","Cisaranten Kulon","Arcamanik"
"0224/KRK-DISTARCIP/I-2016","CICUKANG","Cisaranten Kulon","Arcamanik"
"0194/KRK-DISTARCIP/I-2016","CISARANTEN KULON VII","Cisaranten Kulon","Arcamanik"
"0181/KRK-DISTARCIP/I-2016","PERMATA TAMAN SARI RAYA","Cisaranten Kulon","Arcamanik"
"0180/KRK-DISTARCIP/I-2016","PERMATA ELOK I","Cisaranten Kulon","Arcamanik"
"0179/KRK-DISTARCIP/I-2016","PERMATA ELOK I","Cisaranten Kulon","Arcamanik"
"0178/KRK-DISTARCIP/I-2016","PERMATA ELOK I","Cisaranten Kulon","Arcamanik"
"0046/KRK-DISTARCIP/I-2016","PERMATA BUMI IX KAV AC NO. 3","Cisaranten Kulon","Arcamanik"
"0109/KRK-DISTARCIP/I-2016","JL. PERMATA BUMI VII AC-30","Cisaranten Kulon","Arcamanik"
"0106/KRK-DISTARCIP/I-2016","PIRUS","Cisaranten Kulon","Arcamanik"
"0088/KRK-DISTARCIP/I-2016","PERMATA INTEN","Cisaranten Kulon","Arcamanik"
"0076/KRK-DISTARCIP/I-2016","TERUSAN PERMATA PERMAI","Cisaranten Kulon","Arcamanik"
"0064/KRK-DISTARCIP/I-2016","CISARANTEN KULON","Cisaranten Kulon","Arcamanik"
"0012/KRK-DISTARCIP/I-2016","TERUSAN PERMATA PERMAI","Cisaranten Kulon","Arcamanik"
"2363/KRK-DISTARCIP/VI-2016","PURI AYU PRATAMA KAV.9B","Sukamiskin","Arcamanik"
"2299/KRK-DISTARCIP/VI-2016","CICUKANG","Sukamiskin","Arcamanik"
"2294/KRK-DISTARCIP/VI-2016","MEKARJAYA","Sukamiskin","Arcamanik"
"2231/KRK-DISTARCIP/VI-2016","ARCAMANIK ENDAH KAV B II NO. 15","Sukamiskin","Arcamanik"
"0079/KRK-DISTARCIP/I-2016","ARCAMANIK ENDAH KAV B II NO. 15","Sukamiskin","Arcamanik"
"1992/KRK-DISTARCIP/V-2016","SARIMAS III NO.45","Sukamiskin","Arcamanik"
"1912/KRK-DISTARCIP/V-2016","GOLF BARAT II NO. 21 A","Sukamiskin","Arcamanik"
"1911/KRK-DISTARCIP/V-2016","GOLF BARAT II NO. 21 B","Sukamiskin","Arcamanik"
"1910/KRK-DISTARCIP/V-2016","GOLF BARAT II NO. 21 C","Sukamiskin","Arcamanik"
"1909/KRK-DISTARCIP/V-2016","GOLF BARAT II NO. 21 D","Sukamiskin","Arcamanik"
"1833/KRK-DISTARCIP/V-2016","AH.NASUTION NO.106","Sukamiskin","Arcamanik"
"1815/KRK-DISTARCIP/V-2016","BANJARSARI 11","Sukamiskin","Arcamanik"
"1738/KRK-DISTARCIP/IV-2016","PURI AYU PRATAMA","Sukamiskin","Arcamanik"
"1673/KRK-DISTARCIP/IV-2016","SARI MAS RAYA NO.27","Sukamiskin","Arcamanik"
"1644/KRK-DISTARCIP/IV-2016","GOLF BARAT X NO. 14","Sukamiskin","Arcamanik"
"1399/KRK-DISTARCIP/IV-2016","AH. NASUTION","Sukamiskin","Arcamanik"
"1155/KRK-DISTARCIP/III-2016","KO. PANORAMA ALAM PARAHYANGAN D-08","Sukamiskin","Arcamanik"
"1204/KRK-DISTARCIP/III-2016","JL.SENAM III NO.3","Sukamiskin","Arcamanik"
"1103/KRK-DISTARCIP/III-2016","GOLF BARAT VI NO. 3","Sukamiskin","Arcamanik"
"1072/KRK-DISTARCIP/III-2016","TERS. PESANTREN RAYA","Sukamiskin","Arcamanik"
"1005/KRK-DISTARCIP/III-2016","TERS. PASANTREN","Sukamiskin","Arcamanik"
"0998/KRK-DISTARCIP/III-2016","BOLA BASKET NO. 31","Sukamiskin","Arcamanik"
"0935/KRK-DISTARCIP/III-2016","GOLF BARAT F III NO.51","Sukamiskin","Arcamanik"
"0932/KRK-DISTARCIP/III-2016","PURI DAGO TIMUR NO 34","Sukamiskin","Arcamanik"
"0931/KRK-DISTARCIP/III-2016","ARCAMANIK ENDAH NO. 103","Sukamiskin","Arcamanik"
"0898/KRK-DISTARCIP/III-2016","AH. NASUTION N0. 106","Sukamiskin","Arcamanik"
"0769/KRK-DISTARCIP/II-2016","TERUSAN JAKARTA 404","Sukamiskin","Arcamanik"
"0659/KRK-DISTARCIP/II-2016","KOMP.PANORAMA ALAM PARAHYANGAN BLOK E NO I","Sukamiskin","Arcamanik"
"0658/KRK-DISTARCIP/II-2016","PESANTREN","Sukamiskin","Arcamanik"
"0631/KRK-DISTARCIP/II-2016","GOLF BARAT XVII NO. 18","Sukamiskin","Arcamanik"
"0613/KRK-DISTARCIP/II-2016","KOMP. PURI DAGO V 9","Sukamiskin","Arcamanik"
"0596/KRK-DISTARCIP/II-2016","JL.ARCAMANIK ENDAH NO.93","Sukamiskin","Arcamanik"
"0569/KRK-DISTARCIP/II-2016","JL. PACUAN KUDA NO. 100","Sukamiskin","Arcamanik"
"0507/KRK-DISTARCIP/II-2016","PURI DAGO V NO. 27","Sukamiskin","Arcamanik"
"0435/KRK-DISTARCIP/II-2016","PURI AYU PRATAMA","Sukamiskin","Arcamanik"
"0462/KRK-DISTARCIP/II-2016","RAYA SUKAMISKIN NO. 120/JL. A. H. NASUTION KOTA BANDUNG","Sukamiskin","Arcamanik"
"0441/KRK-DISTARCIP/II-2016","JOGING I / JALAN ARCAMANIK ENDAH","Sukamiskin","Arcamanik"
"0433/KRK-DISTARCIP/II-2016","PURI DAGO TIMUR NO. 30","Sukamiskin","Arcamanik"
"0334/KRK-DISTARCIP/I-2016","PURI DAGO VIII NO. 2","Sukamiskin","Arcamanik"
"0264/KRK-DISTARCIP/I-2016","ATLETIK X NO. 1","Sukamiskin","Arcamanik"
"0231/KRK-DISTARCIP/I-2016","SEPAK BOLA","Sukamiskin","Arcamanik"
"0089/KRK-DISTARCIP/I-2016","PURI AYU PRATAMA","Sukamiskin","Arcamanik"
"0173/KRK-DISTARCIP/I-2016","GG. R. PARMINS / PARAKAN SAAT","Sukamiskin","Arcamanik"
"0153/KRK-DISTARCIP/I-2016","GOLF BARAT 13","Sukamiskin","Arcamanik"
"0045/KRK-DISTARCIP/I-2016","RAYA UJUNGBERUNG NO. 60","Sukamiskin","Arcamanik"
"2370/KRK-DISTARCIP/VI-2016","JEND.SUDIRMAN NO.301","Cibadak","Astanaanyar"
"1659/KRK-DISTARCIP/IV-2016","NATAWIJAYA NO. 28","Cibadak","Astanaanyar"
"1612/KRK-DISTARCIP/IV-2016","JEND. SUDIRMAN NO. 199","Cibadak","Astanaanyar"
"1365/KRK-DISTARCIP/IV-2016","GG. ULEKAN/BBK. IRIGASI","Cibadak","Astanaanyar"
"1187/KRK-DISTARCIP/III-2016","GANG CITEPUS (JL.CITEPUS DALAM)","Cibadak","Astanaanyar"
"0743/KRK-DISTARCIP/II-2016","GG. RAHAYU II NO. 78A/91","Cibadak","Astanaanyar"
"0253/KRK-DISTARCIP/I-2016","PAGARSIH NO. 90","Cibadak","Astanaanyar"
"0105/KRK-DISTARCIP/I-2016","GG. SEREH NO. 103","Cibadak","Astanaanyar"
"2143/KRK-DISTARCIP/V-2016","GG. BELAKANG PAGADE","Karang Anyar","Astanaanyar"
"2068/KRK-DISTARCIP/V-2016","KARANG ANYAR NO. 16","Karang Anyar","Astanaanyar"
"1799/KRK-DISTARCIP/V-2016","ASTANAANYAR NO.95","Karang Anyar","Astanaanyar"
"1372/KRK-DISTARCIP/IV-2016","CIBADAK NO. 301","Karang Anyar","Astanaanyar"
"1212/KRK-DISTARCIP/III-2016","CIBADAK 97","Karang Anyar","Astanaanyar"
"1137/KRK-DISTARCIP/III-2016","JENDRAL SUDIRMAN NO. 155 B","Karang Anyar","Astanaanyar"
"0721/KRK-DISTARCIP/II-2016","BASALAMAH NO 24","Karang Anyar","Astanaanyar"
"0387/KRK-DISTARCIP/II-2016","SUDIRMAN NO. 107","Karang Anyar","Astanaanyar"
"0361/KRK-DISTARCIP/I-2016","JL.OTO ISKANDARDNATA NO.366","Karang Anyar","Astanaanyar"
"0313/KRK-DISTARCIP/I-2016","PAJAGALAN NO 36","Karang Anyar","Astanaanyar"
"0151/KRK-DISTARCIP/I-2016","KEBON MANGGU NO. 26","Karang Anyar","Astanaanyar"
"0032/KRK-DISTARCIP/I-2016","GG. LEBE 10-12","Karang Anyar","Astanaanyar"
"1988/KRK-DISTARCIP/V-2016","SOEKARNO HATTA NO. 394","Karasak","Astanaanyar"
"1761/KRK-DISTARCIP/IV-2016","MOHAMAD TOHA NO 324","Karasak","Astanaanyar"
"0622/KRK-DISTARCIP/II-2016","MOH.TOHA","Karasak","Astanaanyar"
"0501/KRK-DISTARCIP/II-2016","KARASAK UTARA II NO. 26","Karasak","Astanaanyar"
"0121/KRK-DISTARCIP/I-2016","KARASAK BARU NO. 57","Karasak","Astanaanyar"
"2435/KRK-DISTARCIP/VI-2016","GG.PAJAGALAN NO.5/22D BANDUNG","Nyengseret","Astanaanyar"
"2330/KRK-DISTARCIP/VI-2016","ASTANA ANYAR 244","Nyengseret","Astanaanyar"
"2264/KRK-DISTARCIP/VI-2016","JALAN ASTANANYAR NO 183","Nyengseret","Astanaanyar"
"2211/KRK-DISTARCIP/VI-2016","ASTANA ANYAR NO. 246","Nyengseret","Astanaanyar"
"2127/KRK-DISTARCIP/V-2016","GG. ADIKACIH NO. 34","Nyengseret","Astanaanyar"
"2094/KRK-DISTARCIP/V-2016","CIATEUL 63/21/ IBU INGGIT GARNASIH","Nyengseret","Astanaanyar"
"1987/KRK-DISTARCIP/V-2016","OTTO ISKANDARDINATA NO. 598","Nyengseret","Astanaanyar"
"1839/KRK-DISTARCIP/V-2016","ENTIT NO. 8 KOTA BANDUNG","Nyengseret","Astanaanyar"
"1714/KRK-DISTARCIP/IV-2016","PELANA NO. 7","Nyengseret","Astanaanyar"
"1263/KRK-DISTARCIP/III-2016","ASTANA ANYAR NO. 284","Nyengseret","Astanaanyar"
"0299/KRK-DISTARCIP/I-2016","OTTO ISKANDARDINATA NO. 442/444","Nyengseret","Astanaanyar"
"0530/KRK-DISTARCIP/II-2016","SITI MUNIGAR NO. 56","Nyengseret","Astanaanyar"
"0326/KRK-DISTARCIP/I-2016","NYENGSERET 22","Nyengseret","Astanaanyar"
"0015/KRK-DISTARCIP/I-2016","SITI MUNIGAR 121 / 22 E","Nyengseret","Astanaanyar"
"2224/KRK-DISTARCIP/VI-2016","BOJONGLOA NO. 69","Panjunan","Astanaanyar"
"2082/KRK-DISTARCIP/V-2016","PANJUNAN NO 4","Panjunan","Astanaanyar"
"1619/KRK-DISTARCIP/IV-2016","PASIR KOJA NO.95 KOTA BANDUNG","Panjunan","Astanaanyar"
"1589/KRK-DISTARCIP/IV-2016","PABAKI NO 43/91","Panjunan","Astanaanyar"
"1336/KRK-DISTARCIP/IV-2016","KOPO 28","Panjunan","Astanaanyar"
"0960/KRK-DISTARCIP/III-2016","GG H T0PEK NO 1A","Panjunan","Astanaanyar"
"1053/KRK-DISTARCIP/III-2016","MAKSUDI NO. 7A","Panjunan","Astanaanyar"
"0840/KRK-DISTARCIP/III-2016","PASIR KOJA NO.111","Panjunan","Astanaanyar"
"0356/KRK-DISTARCIP/I-2016","PABAKI NO 43/91","Panjunan","Astanaanyar"
"2387/KRK-DISTARCIP/VI-2016","NYENGSERET","Pelindung Hewan","Astanaanyar"
"1908/KRK-DISTARCIP/V-2016","MUARA RAYA NO.22","Pelindung Hewan","Astanaanyar"
"1796/KRK-DISTARCIP/V-2016","KOMP.KURDI REGENCY","Pelindung Hewan","Astanaanyar"
"1630/KRK-DISTARCIP/IV-2016","H. KURDI TIMUR I NO. 22 KOTA BANDUNG","Pelindung Hewan","Astanaanyar"
"1623/KRK-DISTARCIP/IV-2016","INHOFTANK / GG. DARUSSALAM","Pelindung Hewan","Astanaanyar"
"1140/KRK-DISTARCIP/III-2016","PELINDUNG HEWAN NO.18","Pelindung Hewan","Astanaanyar"
"1108/KRK-DISTARCIP/III-2016","JL.INHOFFTANK BANDUNG","Pelindung Hewan","Astanaanyar"
"1104/KRK-DISTARCIP/III-2016","INHOFTANK","Pelindung Hewan","Astanaanyar"
"0986/KRK-DISTARCIP/III-2016","KOMP.KURDI CEMPAKA EXCLUSIVE KAV 10","Pelindung Hewan","Astanaanyar"
"0284/KRK-DISTARCIP/I-2016","MUARA RAYA NO. 8","Pelindung Hewan","Astanaanyar"
"0536/KRK-DISTARCIP/II-2016","INHOFTANK KAV. 17","Pelindung Hewan","Astanaanyar"
"0193/KRK-DISTARCIP/I-2016","PELINDUNG HEWAN 61","Pelindung Hewan","Astanaanyar"
"0073/KRK-DISTARCIP/I-2016","GG.SUARTA","Pelindung Hewan","Astanaanyar"
"2246/KRK-DISTARCIP/VI-2016","DIAN ELOK III D-3 ( KOMP. DIAN MOLEK III D-3 )","Babakan","Babakan Ciparay"
"2115/KRK-DISTARCIP/V-2016","SOEKARNO HATTA","Babakan","Babakan Ciparay"
"2275/KRK-DISTARCIP/VI-2016","CARINGIN NO. 345","Babakan","Babakan Ciparay"
"2047/KRK-DISTARCIP/V-2016","SUMBER MEKAR NO. 6","Babakan","Babakan Ciparay"
"1110/KRK-DISTARCIP/III-2016","CARINGIN NO. 439 KAV B","Babakan","Babakan Ciparay"
"1637/KRK-DISTARCIP/IV-2016","CARINGIN NO. 345","Babakan","Babakan Ciparay"
"1030/KRK-DISTARCIP/III-2016","SOEKARNO HATTA","Babakan","Babakan Ciparay"
"0529/KRK-DISTARCIP/II-2016","GANG ABADI","Babakan","Babakan Ciparay"
"0884/KRK-DISTARCIP/III-2016","HOLIS D06","Babakan","Babakan Ciparay"
"0883/KRK-DISTARCIP/III-2016","HOLIS D08","Babakan","Babakan Ciparay"
"0882/KRK-DISTARCIP/III-2016","HOLIS D10","Babakan","Babakan Ciparay"
"0881/KRK-DISTARCIP/III-2016","HOLIS D02","Babakan","Babakan Ciparay"
"0865/KRK-DISTARCIP/III-2016","SUMBER MAKMUR NO. 4","Babakan","Babakan Ciparay"
"0833/KRK-DISTARCIP/III-2016","HOLIS 307","Babakan","Babakan Ciparay"
"0469/KRK-DISTARCIP/II-2016","SAKURA PERMAI 12","Babakan","Babakan Ciparay"
"0286/KRK-DISTARCIP/I-2016","KO. HOLIS REGENCY A-19","Babakan","Babakan Ciparay"
"0190/KRK-DISTARCIP/I-2016","TAMAN SAKURA INDAH 29","Babakan","Babakan Ciparay"
"0059/KRK-DISTARCIP/I-2016","SUMBER ASIH","Babakan","Babakan Ciparay"
"2162/KRK-DISTARCIP/VI-2016","CARINGIN","Babakan Ciparay","Babakan Ciparay"
"2023/KRK-DISTARCIP/V-2016","GG PORID V","Babakan Ciparay","Babakan Ciparay"
"1941/KRK-DISTARCIP/V-2016","SUMBER MULYA KAV. 17-21","Babakan Ciparay","Babakan Ciparay"
"1915/KRK-DISTARCIP/V-2016","JL. CARINGIN NO. 191 .B","Babakan Ciparay","Babakan Ciparay"
"1361/KRK-DISTARCIP/IV-2016","TERS. SUMBERSARI/ SUMBER ENDAH 18-9","Babakan Ciparay","Babakan Ciparay"
"1205/KRK-DISTARCIP/III-2016","SUMBER ENDAH","Babakan Ciparay","Babakan Ciparay"
"1163/KRK-DISTARCIP/III-2016","PASANGRAHAN DEWANGGANA","Babakan Ciparay","Babakan Ciparay"
"1079/KRK-DISTARCIP/III-2016","SUMBER SUGIH 16-4","Babakan Ciparay","Babakan Ciparay"
"0997/KRK-DISTARCIP/III-2016","BABAKAN CIPARAY 18-10","Babakan Ciparay","Babakan Ciparay"
"0663/KRK-DISTARCIP/II-2016","JL.SOEKARNO HATTA/GG.ELOS I","Babakan Ciparay","Babakan Ciparay"
"0649/KRK-DISTARCIP/II-2016","CARINGIN 189","Babakan Ciparay","Babakan Ciparay"
"0517/KRK-DISTARCIP/II-2016","KOPO JAYA I NO. 18","Babakan Ciparay","Babakan Ciparay"
"0347/KRK-DISTARCIP/I-2016","SUMBER ENDAH NO.76","Babakan Ciparay","Babakan Ciparay"
"0171/KRK-DISTARCIP/I-2016","TAMAN SURYA INDAH C-5","Babakan Ciparay","Babakan Ciparay"
"2163/KRK-DISTARCIP/VI-2016","KOMPLEK BIZPARK","Cirangrang","Babakan Ciparay"
"2154/KRK-DISTARCIP/VI-2016","KOMPLEK BIZPARK","Cirangrang","Babakan Ciparay"
"2212/KRK-DISTARCIP/VI-2016","KP. CIRANGRANG DALAM","Cirangrang","Babakan Ciparay"
"1419/KRK-DISTARCIP/IV-2016","KOPO CIRANGRANG NO. 565","Cirangrang","Babakan Ciparay"
"1373/KRK-DISTARCIP/IV-2016","CIRANGRANG DALAM","Cirangrang","Babakan Ciparay"
"0626/KRK-DISTARCIP/II-2016","TAMAN KOPO MELATI 1 NO.7","Cirangrang","Babakan Ciparay"
"2288/KRK-DISTARCIP/VI-2016","FLAMBOYAN B7 NO.17","Margahayu Utara","Babakan Ciparay"
"2110/KRK-DISTARCIP/V-2016","CARINGIN","Margahayu Utara","Babakan Ciparay"
"2059/KRK-DISTARCIP/V-2016","KOPO JAYA I","Margahayu Utara","Babakan Ciparay"
"1838/KRK-DISTARCIP/V-2016","TERUSAN HOLIS CIBOLERANG NO.38","Margahayu Utara","Babakan Ciparay"
"1932/KRK-DISTARCIP/V-2016","JL.CIBOLERANG NO.46","Margahayu Utara","Babakan Ciparay"
"1608/KRK-DISTARCIP/IV-2016","KOMP. PASADENA RESIDENCE BLOK B.3 NO. 10-A","Margahayu Utara","Babakan Ciparay"
"1758/KRK-DISTARCIP/IV-2016","CIBOLERANG NO.46","Margahayu Utara","Babakan Ciparay"
"1324/KRK-DISTARCIP/III-2016","KOMP. PASADENA JL. LANTANA E-1 NO. 5","Margahayu Utara","Babakan Ciparay"
"1323/KRK-DISTARCIP/III-2016","SABRINA/ KASTUBA","Margahayu Utara","Babakan Ciparay"
"1266/KRK-DISTARCIP/III-2016","SATRIA RAYA K-26/BLOK CIBOLERANG","Margahayu Utara","Babakan Ciparay"
"1202/KRK-DISTARCIP/III-2016","ROFINA A3 NO.26 PASADENA","Margahayu Utara","Babakan Ciparay"
"0947/KRK-DISTARCIP/III-2016","JL. PANGKALAN","Margahayu Utara","Babakan Ciparay"
"0447/KRK-DISTARCIP/II-2016","TERUSAN HOLIS","Margahayu Utara","Babakan Ciparay"
"0409/KRK-DISTARCIP/II-2016","KASTURI C 1 NO. 16","Margahayu Utara","Babakan Ciparay"
"0141/KRK-DISTARCIP/I-2016","SATRIA RAYA H. 56 B","Margahayu Utara","Babakan Ciparay"
"2181/KRK-DISTARCIP/VI-2016","KH. WAHID HASYIM","Margasuka","Babakan Ciparay"
"2124/KRK-DISTARCIP/V-2016","WAHID HASYIM","Margasuka","Babakan Ciparay"
"2095/KRK-DISTARCIP/V-2016","BLOK CIBOLERANG","Margasuka","Babakan Ciparay"
"1861/KRK-DISTARCIP/V-2016","MELATI II","Margasuka","Babakan Ciparay"
"1759/KRK-DISTARCIP/IV-2016","KP CIBOLERANG A 27","Margasuka","Babakan Ciparay"
"1706/KRK-DISTARCIP/IV-2016","KOMP. KOPO REGENCY H-12","Margasuka","Babakan Ciparay"
"1520/KRK-DISTARCIP/IV-2016","SADANG BUNTU NO. 12/30","Margasuka","Babakan Ciparay"
"1510/KRK-DISTARCIP/IV-2016","CIBOLERANG BARU C-35","Margasuka","Babakan Ciparay"
"1477/KRK-DISTARCIP/IV-2016","CIBOLERANG","Margasuka","Babakan Ciparay"
"1446/KRK-DISTARCIP/IV-2016","KOPO MAS REGENCE BLOK A -5 KOTA BANDUNG","Margasuka","Babakan Ciparay"
