npsn,nama,bentuk_pendidikan_nama,jenjang_pendidikan_nama,alamat_jalan,rt,rw,nama_dusun,desa_kelurahan_nama,Column,lintang,bujur,kebutuhan_khusus_nama,status_sekolah_nama,status_kepemilikan_nama
20219595,SD INDUSTRI,SD,SD / sederajat,Jl. Industri Dalam No. 2,7,8,Arjuna,Arjuna,Kec. Cicendo,-6.9126,107.5948,Tidak ada,Tidak Aktif,Yayasan
20244742,SD NEGERI CARINGIN,SD,SD / sederajat,Jl. Holis No. 424,3,3,,Caringin,Kec. Bandung Kulon,-6.9473,107.5856,Tidak ada,Aktif,Pemerintah Daerah
20245184,SD NEGERI CIMUNCANG 7,SD,SD / sederajat,Jl. Babakan Haji Tamim No.33,7,3,Padasuka,Padasuka,Kec. Cibeunying Kidul,-6.8993,107.6529,Tidak ada,Aktif,Pemerintah Daerah
20245036,SD NEGERI KARANGPAWULANG 1,SD,SD / sederajat,Jl. Karawitan No. 81,1,10,,Turangga,Kec. Lengkong,-6.9313,107.619,Tidak ada,Aktif,Pemerintah Daerah
20245092,SD NEGERI SUMBERSARI INDAH 3,SD,SD / sederajat,Jl. Sumber Makmur No. 1,1,9,,Babakan,Kec. Babakan Ciparay,-6.9372,107.5727,Tidak ada,Aktif,Pemerintah Pusat
20245229,SD NEGERI MENGGER GIRANG 1,SD,SD / sederajat,Jl. Mengger Girang Iii No. 4,12,8,,Pasirluyu,Kec. Regol,-6.9519,107.6167,"C1, D",Aktif,Pemerintah Pusat
20244933,SD NEGERI TUNAS HARAPAN 01,SD,SD / sederajat,Jl. Cijerah No. 116,6,3,,Cijerah,Kec. Bandung Kulon,-6.9215,107.5695,Tidak ada,Aktif,Pemerintah Daerah
20247253,SD PELITA NUSANTARA,SD,SD / sederajat,Jl. Suka Asih 61 A Setiabudhi,2,6,,Gegerkalong,Kec. Sukasari,-6.8671,107.596,Tidak ada,Tidak Aktif,Yayasan
69734138,SD JUARA,SD,SD / sederajat,Jl Sukarajin I,7,13,Sukarajin,Cikutra,Kec. Cibeunying Kidul,-6.9015,107.6386,Tidak ada,Tidak Aktif,Yayasan
20245591,SD NEGERI JATAYU 1,SD,SD / sederajat,Jl. Komud Supadio No. 39 A,1,6,,Husen Sastranegara,Kec. Cicendo,-6.9097,107.5836,Tidak ada,Aktif,Lainnya
20245079,SD NEGERI RAYA BARAT 2,SD,SD / sederajat,Jl. Jendral Sudirman No. 587,3,10,,Sukahaji,Kec. Babakan Ciparay,-6.9185,107.5834,Tidak ada,Aktif,Pemerintah Daerah
20219902,SD YPU,SD,SD / sederajat,Jl. Cukang Jati No. 5,2,5,,Samoja,Kec. Batununggal,-6.9243,107.629,Tidak ada,Tidak Aktif,Yayasan
20245775,SD NEGERI SINDANGSARI 1,SD,SD / sederajat,Jl. Sindangsari 1 No. 1,4,10,,Antapani Wetan,Kec. Antapani,-6.9243,107.6697,Tidak ada,Aktif,Pemerintah Daerah
20245502,SD NEGERI CIPAMOKOLAN 1,SD,SD / sederajat,Jl. Derwati No. 40,0,0,,Derwati,Kec. Rancasari,-6.9651,107.683,Tidak ada,Aktif,Pemerintah Daerah
20245762,SD NEGERI SEKEJATI 3,SD,SD / sederajat,Jl. Cidurian Utara No. 22,4,10,,Sukapura,Kec. Kiaracondong,-6.9405,107.6535,Tidak ada,Aktif,Pemerintah Pusat
20245791,SD NEGERI SUKARELA 2,SD,SD / sederajat,Jl. Mekarmulya No. 40,5,7,,Cipadung Kulon,Kec. Panyileukan,-6.9262,107.7049,Tidak ada,Aktif,Lainnya
20245284,SD NEGERI SUKASENANG,SD,SD / sederajat,Jl. P.H.H. Mustofa No. 46,5,14,Cikutra,Cikutra,Kec. Cibeunying Kidul,-6.8983,107.6362,Tidak ada,Aktif,Pemerintah Daerah
20219821,SD NUGRAHA,SD,SD / sederajat,Jl. Pln Dalam No. 4,2,5,,Ciseureuh,Kec. Regol,-6.9513,107.6115,Tidak ada,Tidak Aktif,Yayasan
20245100,SD NEGERI ANDIR,SD,SD / sederajat,Jl. Cibadak No.  193,8,2,Cibadak,Cibadak,Kec. Astanaanyar,-6.9214,107.5968,Tidak ada,Aktif,Pemerintah Daerah
20245217,SD NEGERI KARANG SARI,SD,SD / sederajat,Jl. Halteu Utara No. 149,5,1,Dunguscariang,Dungus Cariang,Kec. Andir,-6.9145,107.5866,Tidak ada,Aktif,Pemerintah Daerah
20245218,SD NEGERI KOTA BARU,SD,SD / sederajat,Jl. Kota Baru III No.13,1,4,,Ciateul,Kec. Regol,-6.9334,107.6184,Tidak ada,Aktif,Pemerintah Daerah
20245125,SD NEGERI BUAHBATU 4,SD,SD / sederajat,Jl. H. Ibrahiem Adji No. 45,3,2,Cijawura,Cijaura,Kec. Buahbatu,-6.9521,107.6409,Tidak ada,Aktif,Pemerintah Daerah
20245503,SD NEGERI CIPAMOKOLAN 2,SD,SD / sederajat,Jl. Derwati No. 40,0,0,,Derwati,Kec. Rancasari,-6.9651,107.683,Tidak ada,Aktif,Pemerintah Pusat
20244865,SD NEGERI GUMURUH 10,SD,SD / sederajat,Jl. Cibangkong No. 13,1,8,Cibangkong,Cibangkong,Kec. Batununggal,-6.9298,107.637,Tidak ada,Aktif,Lainnya
20246315,SD CIPTA KARYA,SD,SD / sederajat,Jl. Jembatan Opat Cibangkong Lor No. 34 Bandung,5,5,,Maleer,Kec. Batununggal,-6.9276,107.6418,Tidak ada,Tidak Aktif,Yayasan
20245212,SD NEGERI KARANG MULYA 1,SD,SD / sederajat,Jl. Rajawali Sakti  No. 266,7,1,Dunguscariang,Dungus Cariang,Kec. Andir,-6.9125,107.5804,Tidak ada,Aktif,Pemerintah Daerah
20245504,SD NEGERI CIPAMOKOLAN 3,SD,SD / sederajat,Jl. Raya Derawti No.40,0,0,,Derwati,Kec. Rancasari,-6.9651,107.683,Tidak ada,Aktif,Pemerintah Daerah
20245165,SD NEGERI CIHAURGEULIS 1,SD,SD / sederajat,Jl. Surapati No. 155,0,0,Cibeunying Kaler,Sukaluyu,Kec. Cibeunying Kaler,-6.8997,107.6293,Tidak ada,Aktif,Pemerintah Daerah
20245442,SD NEGERI ANTAPANI 2,SD,SD / sederajat,Jl. Antapani No. 1,4,6,,Antapani Kulon,Kec. Antapani,-6.9184,107.6611,Tidak ada,Aktif,Pemerintah Daerah
20244998,SD NEGERI BABAKAN CIPARAY 01,SD,SD / sederajat,Jl. Caringin No. 150,2,5,,Babakan Ciparay,Kec. Babakan Ciparay,-6.9311,107.5875,Tidak ada,Aktif,Pemerintah Daerah
20244855,SD NEGERI CIRATEUN KULON,SD,SD / sederajat,"Jl. Dr. Setiabudi Km. 10,7",1,1,Cirateun,Isola,Kec. Sukasari,-6.8437,107.5977,Tidak ada,Aktif,Pemerintah Daerah
20245155,SD NEGERI CICADAS 22,SD,SD / sederajat,Jl. Asep Berlian No.33,4,6,,Cicadas,Kec. Cibeunying Kidul,-6.908,107.6408,Tidak ada,Aktif,Pemerintah Daerah
20253819,SD SALMAN AL FARISI,SD,SD / sederajat,Jl. Tubagus Ismail VIII,0,0,,Sekeloa,Kec. Coblong,-6.8892,107.6277,Tidak ada,Tidak Aktif,Yayasan
20219576,SD JEMBAR,SD,SD / sederajat,Jl. Jatinegara No. 1,0,0,,Kebon Waru,Kec. Batununggal,-6.9235,107.6441,Tidak ada,Tidak Aktif,Yayasan
20244944,SD NEGERI BABAKAN TAROGONG 2,SD,SD / sederajat,Jl. Kh. Wahid Hasyim No. 256,2,1,,Suka Asih,Kec. Bojong Loa Kaler,-6.9385,107.5937,Tidak ada,Aktif,Pemerintah Daerah
20245585,SD NEGERI GURUMINDA,SD,SD / sederajat,Jl. Indra Jaya No. 7,2,9,Komplek Guruminda,Cisaranten Kulon,Kec. Arcamanik,-6.9338,107.6781,Tidak ada,Aktif,Pemerintah Pusat
20245045,SD NEGERI LENGKONG KECIL,SD,SD / sederajat,JL. LENGKONGKECIL No.55 KOTA BANDUNG 40261,12,2,,Paledang,Kec. Lengkong,-6.9299,107.6269,Tidak ada,Aktif,Pemerintah Daerah
20252083,SD AL-IRHAAM GLOBAL ISLAMIC SCHOOL,SD,SD / sederajat,Jl. A.H. NAsution No. 133,1,8,Karangpamulang,Karang Pamulang,Kec. Mandalajati,-6.906695,107.669913,Tidak ada,Tidak Aktif,Yayasan
20244911,SD NEGERI SAYURAN 3,SD,SD / sederajat,Jl. Sindangsari Kp. Sayuran No. 36,4,9,Sayuran,Cijerah,Kec. Bandung Kulon,-6.9239,107.5737,Tidak ada,Aktif,Pemerintah Daerah
20219615,SD GANESHA,SD,SD / sederajat,Jl. Muhamad Toha No. 84,0,0,Pelindung Hewan,Pelindung Hewan,Kec. Astanaanyar,-6.9359,107.6066,Tidak ada,Tidak Aktif,Yayasan
20244845,SD NEGERI CIJERAH 5,SD,SD / sederajat,Jl. Cijerah Barat No.4,2,5,,Cijerah,Kec. Bandung Kulon,-6.9342,107.5655,Tidak ada,Aktif,Pemerintah Daerah
69760835,SD KRISTEN BPK PENABUR SINGGASANA,SD,SD / sederajat,Jl. Indra Prahasta Timur No.2 Bandung,0,0,,Mekar Wangi,Kec. Bojong Loa Kidul,-6.957,107.6146,Tidak ada,Tidak Aktif,Yayasan
20245793,SD NEGERI SUKARELA 4,SD,SD / sederajat,Jl. Panyawangan No. 7,0,0,,Cipadung Kulon,Kec. Panyileukan,-6.923,107.7006,Tidak ada,Aktif,Pemerintah Daerah
20245482,SD NEGERI BINAHARAPAN 2,SD,SD / sederajat,Jl. Golf Selatan I No 26,1,1,,Cisaranten Bina Harapan,Kec. Arcamanik,-6.9149,107.6849,Tidak ada,Aktif,Pemerintah Daerah
20245727,SD NEGERI PAJAJARAN,SD,SD / sederajat,Jl. Pajajaran  No. 58,1,3,,Pasirkaliki,Kec. Cicendo,-6.9067,107.6,Tidak ada,Aktif,Pemerintah Daerah
20245509,SD NEGERI CISARANTEN KIDUL 5,SD,SD / sederajat,Jl. Riung Bakti 1,1,11,Cisaranten Kidul,Cisaranten Kidul,Kec. Gedebage,-6.9455,107.6859,Tidak ada,Aktif,Pemerintah Pusat
20244996,SD NEGERI BABAKAN 2,SD,SD / sederajat,Jl. Aki Padma No. 1,1,6,Babakan,Babakan Ciparay,Kec. Babakan Ciparay,-6.9271,107.5786,Tidak ada,Aktif,Pemerintah Daerah
20245040,SD NEGERI KOPO 2,SD,SD / sederajat,Jl. Pasirkoja No. 37,1,3,,Nyengseret,Kec. Astanaanyar,-6.9271,107.6012,Tidak ada,Aktif,Pemerintah Daerah
20219527,SD AL BASYARIYAH,SD,SD / sederajat,Jl. Cibaduyut Lama Komplek Sauyunan,1,7,,Kebon Lega,Kec. Bojong Loa Kidul,-6.9494,107.5906,Tidak ada,Tidak Aktif,Yayasan
20245720,SD NEGERI NEGLASARI 4,SD,SD / sederajat,Jl. Raya Sadang Sari No. 1,1,14,,Sekeloa,Kec. Coblong,-6.8864,107.619,Tidak ada,Aktif,Lainnya
20245231,SD NEGERI MERDEKA 5-1,SD,SD / sederajat,Jl. Merdeka No. 9,3,5,,Braga,Kec. Sumur Bandung,-6.9156,107.61,Tidak ada,Aktif,Pemerintah Daerah
20255260,SD KUNTUM CEMERLANG,SD,SD / sederajat,Jl. Cipaku Indah 11 No.2,0,0,,Ledeng,Kec. Cidadap,-6.8624,107.6029,Tidak ada,Tidak Aktif,Yayasan
20245207,SD NEGERI GATOT SUBROTO 2,SD,SD / sederajat,Jl. Yudhawastu Pramuka IV,1,12,,Cicadas,Kec. Cibeunying Kidul,-6.9038,107.6359,Tidak ada,Aktif,Lainnya
20245506,SD NEGERI CISARANTEN KIDUL 2,SD,SD / sederajat,Jl. Riung Bakti 1,1,11,Cisaranten Kidul,Cisaranten Kidul,Kec. Gedebage,-6.9456,107.6858,Tidak ada,Aktif,Pemerintah Daerah
20245714,SD NEGERI MEKARGALIH,SD,SD / sederajat,Jl. Sekemala No. 73,2,11,Pasanggrahan,Pasanggrahan,Kec. Ujungberung,-6.9081,107.7148,Tidak ada,Aktif,Pemerintah Daerah
20219533,SD ANDIR MUKTI,SD,SD / sederajat,Jl. Jend. Sudirman Blk 799,6,6,,Cijerah,Kec. Bandung Kulon,-6.9135,107.5706,Tidak ada,Tidak Aktif,Yayasan
20245747,SD NEGERI PELITA 1,SD,SD / sederajat,Jl. Desa Cipadung,1,14,,Cipadung,Kec. Cibiru,-6.9228,107.7201,Tidak ada,Aktif,Pemerintah Daerah
20245485,SD NEGERI BINAHARAPAN 5,SD,SD / sederajat,Jl. Golf Selatan I No 26,0,0,,Cisaranten Bina Harapan,Kec. Arcamanik,-6.9148,107.6849,Tidak ada,Aktif,Pemerintah Daerah
20245274,SD NEGERI SUKASARI 1,SD,SD / sederajat,Jl. Sukakarya No. 19,4,1,,Sukagalih,Kec. Sukajadi,-6.88816,107.582331,Tidak ada,Aktif,Lainnya
20245264,SD NEGERI SALUYU 3,SD,SD / sederajat,Jl. Cimuncang Dalam No. 52,2,6,,Sukapada,Kec. Cibeunying Kidul,-6.9066,107.65,Tidak ada,Aktif,Pemerintah Daerah
20245809,SD NEGERI SUKAPURA 5,SD,SD / sederajat,Jl. Terusan Psm No. 1,1,5,,Sukapura,Kec. Kiaracondong,-6.9301,107.6493,Tidak ada,Aktif,Lainnya
20219851,SD MUHAMMADIYAH 4,SD,SD / sederajat,Jl. Sukagalih Gg. H. Gojali No. 134,6,7,,Cipedes,Kec. Sukajadi,-6.8914,107.5928,Tidak ada,Tidak Aktif,Yayasan
20245135,SD NEGERI CIBEUREUM 08,SD,SD / sederajat,Jl. Asrama Kipal No. 56,4,5,Campaka,Campaka,Kec. Andir,-6.9074,107.571,Tidak ada,Aktif,Pemerintah Daerah
20245247,SD NEGERI PADASUKA 1,SD,SD / sederajat,Jl. Padasuka No. 90 Bandung,4,6,Pasirlayung,Pasirlayung,Kec. Cibeunying Kidul,-6.899,107.6608,Tidak ada,Aktif,Pemerintah Daerah
20244978,SD NEGERI LEUWIANYAR 1,SD,SD / sederajat,Jl. Leuwianyar,12,4,,Situsaeur,Kec. Bojong Loa Kidul,-6.9424,107.5944,Tidak ada,Aktif,Pemerintah Daerah
20244928,SD NEGERI SUKARASA 1,SD,SD / sederajat,Jl. Gegerkalong Hilir No. 82,5,4,,Gegerkalong,Kec. Sukasari,-6.8685,107.5864,Tidak ada,Aktif,Pemerintah Daerah
20245245,SD NEGERI PANORAMA 2,SD,SD / sederajat,Jl. Hegarmanah No. 152,4,7,Hegarmanah,Hegarmanah,Kec. Cidadap,-6.8697,107.6009,Tidak ada,Aktif,Lainnya
20219535,SD BPMD TARUNA,SD,SD / sederajat,Jl. Hasan Ali No. 64 A/76,7,3,,Dungus Cariang,Kec. Andir,-6.9153,107.5773,Tidak ada,Tidak Aktif,Yayasan
20245122,SD NEGERI BUAHBATU 1,SD,SD / sederajat,Jl. H. Ibrahim Adjie No. 45,3,2,Cijaura,Cijaura,Kec. Buahbatu,-6.9517,107.6409,Tidak ada,Aktif,Lainnya
20245835,SD NEGERI UJUNGBERUNG 09,SD,SD / sederajat,Jl. Cigending No. 03,2,2,,Cigending,Kec. Ujungberung,-6.9103,107.7034,Tidak ada,Aktif,Pemerintah Daerah
20246467,SD PELITA INDONESIA,SD,SD / sederajat,Jl. Cilaki No. 53,2,4,,,Kec. Bandung Wetan,-6.9467,107.5689,Tidak ada,Tidak Aktif,Yayasan
20245823,SD NEGERI TILIL 2,SD,SD / sederajat,Jl. Puyuh No. 2,1,8,,Sadang Serang,Kec. Coblong,-6.8982,107.6233,Tidak ada,Aktif,Pemerintah Daerah
20219590,SD KRISTEN 2 BINA BAKTI,SD,SD / sederajat,Jl. Bima No. 9,4,1,,Arjuna,Kec. Cicendo,-6.9097,107.601,Tidak ada,Tidak Aktif,Yayasan
20245266,SD NEGERI SUKAGALIH 1,SD,SD / sederajat,Jl. Sukagalih No. 69,2,3,,Sukabungah,Kec. Sukajadi,-6.8961,107.6022,Tidak ada,Aktif,Pemerintah Daerah
20244841,SD NEGERI CIJERAH 1,SD,SD / sederajat,Jl. Cijerah No. 122,6,3,,Cijerah,Kec. Bandung Kulon,-6.9219,107.5691,Tidak ada,Aktif,Pemerintah Daerah
20245806,SD NEGERI SUKAPURA 2,SD,SD / sederajat,Jl. Terusan Psm No. 1,1,5,,Sukapura,Kec. Kiaracondong,-6.9301,107.6494,Tidak ada,Aktif,Lainnya
20245712,SD NEGERI LOKAJAYA 1,SD,SD / sederajat,Jl. A.H. Nasution Km. 9 No. 7,1,1,,Cisaranten Bina Harapan,Kec. Arcamanik,-6.9054,107.6809,Tidak ada,Aktif,Pemerintah Daerah
20245732,SD NEGERI PANGGUNGSARI 2,SD,SD / sederajat,Jl. Cikoang,3,7,Cigending,Cigending,Kec. Ujungberung,-6.9088,107.7023,Tidak ada,Aktif,Pemerintah Pusat
20245963,SD NEGERI LUGINASARI 1,SD,SD / sederajat,Jl. Sukagalih Komplek Polri,1,9,,Cipedes,Kec. Sukajadi,-6.8911,107.5951,Tidak ada,Aktif,Pemerintah Daerah
20219893,SD SANTO ALOYSIUS TR,SD,SD / sederajat,Jl. Trunojoyo No. 3,1,3,,Citarum,Kec. Bandung Wetan,-6.9133,107.6127,Tidak ada,Tidak Aktif,Yayasan
69850863,SD BANDUNG INDEPENDENT SCHOOL,SD,SD / sederajat,JL. SURYA SUMANTRI 61,0,0,,Sukawarna,Kec. Sukajadi,-6.8845,107.5807,Tidak ada,Tidak Aktif,Lainnya
20245498,SD NEGERI CIPADUNG 1,SD,SD / sederajat,"Jl. A.h. Nasution No. 71 Km.13,5",2,3,,Cipadung,Kec. Cibiru,-6.9316,107.7138,Tidak ada,Aktif,Pemerintah Daerah
20245527,SD NEGERI CIPOREAT 1,SD,SD / sederajat,Jl. A.h. Nasution No. 29,3,3,,Pasanggrahan,Kec. Ujungberung,-6.9174,107.7062,Tidak ada,Aktif,Pemerintah Daerah
20244880,SD NEGERI KACAPIRING,SD,SD / sederajat,Jl. Sukabumi Dalam No. 3,5,6,,Kacapiring,Kec. Batununggal,-6.9234,107.6363,Tidak ada,Aktif,Pemerintah Daerah
20245701,SD NEGERI KIARACONDONG 3,SD,SD / sederajat,Jl. Ibrahim Adjie No. 355,1,6,Kebon Kangkung,Kebon Kangkung,Kec. Kiaracondong,-6.9497,107.641,Tidak ada,Aktif,Pemerintah Daerah
20245722,SD NEGERI NUGRAHA,SD,SD / sederajat,Jl. Parakan Saat No. 45,2,5,,,Kec. Arcamanik,-6.9113,107.6857,Tidak ada,Aktif,Pemerintah Pusat
20245993,SD NEGERI SUKAJADI 9,SD,SD / sederajat,Jl. Karang Tineung No. 5 A,3,5,,Cipedes,Kec. Sukajadi,-6.8835,107.5946,Tidak ada,Aktif,Pemerintah Daerah
20245499,SD NEGERI CIPADUNG 2,SD,SD / sederajat,Jl. A.h. Nasution No. 71,2,3,,Cipadung,Kec. Cibiru,-6.8786,107.6254,Tidak ada,Aktif,Pemerintah Daerah
20245919,SD NEGERI CIPEDES 1,SD,SD / sederajat,Jl. Setrasari Tengah No. 15,6,2,Kamp. Sukamulya,Sukarasa,Kec. Sukasari,-6.8692,107.5878,Tidak ada,Aktif,Pemerintah Daerah
20245754,SD NEGERI PRAKARSA 1,SD,SD / sederajat,Jl. Parakan Saat No. 45,2,11,,Cisaranten Kulon,Kec. Arcamanik,-6.9053,107.6808,Tidak ada,Aktif,Pemerintah Pusat
20219573,SD KARTIKA X-2,SD,SD / sederajat,Jl. Gatotsubroto No.160,6,8,,Lingkar Selatan,Kec. Lengkong,-6.9239,107.6296,Tidak ada,Tidak Aktif,Yayasan
20245013,SD NEGERI BABAKAN CIPARAY 04,SD,SD / sederajat,Jl. Caringin No.106,2,4,,Babakan Ciparay,Kec. Babakan Ciparay,-6.9459,107.5875,Tidak ada,Aktif,Pemerintah Daerah
20245487,SD NEGERI CIBIRU 1,SD,SD / sederajat,"Jl. A.h. Nasution Km. 14,5",1,1,,Pasir Biru,Kec. Cibiru,-6.9344,107.7211,Tidak ada,Aktif,Pemerintah Pusat
20244986,SD NEGERI PAGARSIH 2,SD,SD / sederajat,Jl. Pagarsih No. 77,3,9,,Cibadak,Kec. Astanaanyar,-6.9229,107.5944,Tidak ada,Aktif,Pemerintah Daerah
20245962,SD NEGERI KRIDAWINAYA 2,SD,SD / sederajat,Jl. Gumuruh Belakang No. 37,7,5,,Gumuruh,Kec. Batununggal,-6.9321,107.6381,Tidak ada,Aktif,Pemerintah Daerah
20244829,SD NEGERI CENTEH 1,SD,SD / sederajat,Jl. Centeh No. 5,7,10,,Samoja,Kec. Batununggal,-6.9202,107.6247,Tidak ada,Aktif,Pemerintah Daerah
20245826,SD NEGERI UJUNGBERUNG 01,SD,SD / sederajat,Jl. Cigending No. 03,4,5,,Cigending,Kec. Ujungberung,-6.9129,107.702,Tidak ada,Aktif,Pemerintah Daerah
20219610,SD IBNU TAIMIYAH,SD,SD / sederajat,Jl. Sukagalih Gg. H. Gojali 02/07,2,7,,Cipedes,Kec. Sukajadi,-6.8919,107.5927,"C1, D",Tidak Aktif,Yayasan
20245595,SD NEGERI JATAYU 5,SD,SD / sederajat,Jl. Komud Supadio No. 39 A,1,6,,Husen Sastranegara,Kec. Cicendo,-6.9097,107.5836,Tidak ada,Aktif,Lainnya
20245046,SD NEGERI MARGAHAYU UTARA 1,SD,SD / sederajat,Jl. Cibolerang No. 185,2,7,Margasuka,Margasuka,Kec. Babakan Ciparay,-6.95042,107.573243,Tidak ada,Aktif,Pemerintah Daerah
20219824,SD PLUS AL GHIFARI,SD,SD / sederajat,Jl. Cisaranten Kulon No. 140,2,7,Cisaranten Kulon,Cisaranten Kulon,Kec. Arcamanik,-6.934,107.6794,"C1, D",Tidak Aktif,Yayasan
20244965,SD NEGERI CIBADUYUT 3,SD,SD / sederajat,Jl. Cibaduyut Raya Gg.maeja,3,5,Cibaduyut,Cibaduyut,Kec. Bojong Loa Kidul,-6.9574,107.5998,Tidak ada,Aktif,Lainnya
20245566,SD NEGERI DR. CIPTO,SD,SD / sederajat,Jl. Dr. Cipto No. 4,1,3,,Pasirkaliki,Kec. Cicendo,-6.9062,107.5998,Tidak ada,Aktif,Pemerintah Daerah
20245507,SD NEGERI CISARANTEN KIDUL 3,SD,SD / sederajat,Jl. Riung Bakti 1,1,13,Riung Bakti Raya,Cisaranten Kidul,Kec. Gedebage,-6.9456,107.6858,"C1, D",Aktif,Pemerintah Pusat
20244925,SD NEGERI SUKAJADI 3,SD,SD / sederajat,Jl. Sukajadi No. 138,0,0,,Pasteur,Kec. Sukajadi,-6.8898,107.597,Tidak ada,Aktif,Pemerintah Pusat
20219842,SD KRISTEN PELITA,SD,SD / sederajat,Jl. Holis No. 300,1,4,,Caringin,Kec. Bandung Kulon,-6.9185,107.5766,Tidak ada,Tidak Aktif,Yayasan
20245043,SD NEGERI KOPO 5,SD,SD / sederajat,Jl. Ibu Inggit Garnasih No.74/21,7,3,,Nyengseret,Kec. Astanaanyar,-6.9313,107.6024,Tidak ada,Aktif,Pemerintah Daerah
20245717,SD NEGERI NEGLASARI 1,SD,SD / sederajat,Jl. Sadang Serang,4,15,,Sadang Serang,Kec. Coblong,-6.8915,107.6238,Tidak ada,Aktif,Pemerintah Pusat
20245469,SD NEGERI BABAKAN SURABAYA 03,SD,SD / sederajat,Jl. H. Ibrahim Adjie Belakang No. 147,1,2,,Babakan Sari,Kec. Kiaracondong,-6.9476,107.641,Tidak ada,Aktif,Pemerintah Daerah
20245455,SD NEGERI BABAKAN SENTRAL 1,SD,SD / sederajat,Jl. Terusan Psm No. 2 Bandung,2,5,Sukapura,Sukapura,Kec. Kiaracondong,-6.9301,107.6537,Tidak ada,Aktif,Lainnya
20244900,SD NEGERI PERUMNAS CIJERAH 2,SD,SD / sederajat,Jl. Cijerah No. 232,5,5,,Cijerah,Kec. Bandung Kulon,-6.9277,107.5654,Tidak ada,Aktif,Pemerintah Daerah
20245956,SD NEGERI KEBON GEDANG 3,SD,SD / sederajat,Jl. Gumuruh Belakang No.37,5,7,,Gumuruh,Kec. Batununggal,-6.9274,107.6418,Tidak ada,Aktif,Pemerintah Daerah
20219572,SD KEMAH INDONESIA,SD,SD / sederajat,Jl. Pagarsih Gg. Onong No.183/89,7,9,,Cibadak,Kec. Astanaanyar,-6.9251,107.5941,C - Tuna grahita ringan,Tidak Aktif,Yayasan
20245964,SD NEGERI LUGINASARI 2,SD,SD / sederajat,Komplek Asrama Polri,1,9,,Cipedes,Kec. Sukajadi,-6.8911,107.5951,Tidak ada,Aktif,Pemerintah Daerah
20219543,SD ANGKASA 2,SD,SD / sederajat,Jl. Pajajaran No. 150,0,0,,Pajajaran,Kec. Cicendo,-6.9061,107.5862,Tidak ada,Tidak Aktif,Yayasan
20245457,SD NEGERI BABAKAN SENTRAL 2,SD,SD / sederajat,Jl. Terusan Psm No. 2,1,5,Babakan Sentral,Sukapura,Kec. Kiaracondong,-6.9302,107.6537,D - Tuna daksa ringan,Aktif,Pemerintah Daerah
20219829,SD RAJAWALI,SD,SD / sederajat,Jl. Andir No 117a/78 Bandung,9,10,,Ciroyom,Kec. Andir,-6.9122,107.583,Tidak ada,Tidak Aktif,Yayasan
20245114,SD NEGERI BHAKTI WINAYA 1,SD,SD / sederajat,Jl. Pasirjaya Vi No. 1,3,6,,Pasirluyu,Kec. Regol,-6.9411,107.6212,Tidak ada,Aktif,Lainnya
20245804,SD NEGERI SUKAMISKIN,SD,SD / sederajat,Jl. Terusan Pesantren No 86,5,11,Cipagalo,Sukamiskin,Kec. Arcamanik,-6.9065,107.6774,Tidak ada,Aktif,Pemerintah Daerah
20244935,SD NEGERI WARUNG MUNCANG,SD,SD / sederajat,Jl. Holis Kpad,2,10,,Warung Muncang,Kec. Bandung Kulon,-6.9333,107.5722,Tidak ada,Aktif,Pemerintah Pusat
20245153,SD NEGERI CICADAS 02,SD,SD / sederajat,Jl. Cikutra No. 58,4,8,Sukamenak,Padasuka,Kec. Cibeunying Kidul,-6.8964,107.6381,Tidak ada,Aktif,Pemerintah Daerah
20245492,SD NEGERI CIKUDAYASA,SD,SD / sederajat,Jl. Cikuda,3,11,,Pasir Biru,Kec. Cibiru,-6.9198,107.7253,Tidak ada,Aktif,Pemerintah Daerah
20219587,SD KRISTEN 5 BPK PENABUR,SD,SD / sederajat,Jl. Guntur 34,0,0,,Malabar,Kec. Lengkong,-6.9257,107.621,Tidak ada,Tidak Aktif,Yayasan
20245590,SD NEGERI HAURPANCUH 4,SD,SD / sederajat,Jl. Teuku Umar No.87,5,1,,Sadang Serang,Kec. Coblong,-6.8928,107.6199,Tidak ada,Aktif,Pemerintah Daerah
20245030,SD NEGERI DWIKORA 3,SD,SD / sederajat,Jl.inhoftank No.16,0,0,,Pelindung Hewan,Kec. Astanaanyar,-6.9439,107.6029,Tidak ada,Aktif,Lainnya
20245216,SD NEGERI KARANG TARUNA 2,SD,SD / sederajat,Jl. Halteu Utara No. 149,5,1,Dunguscariang,Dungus Cariang,Kec. Andir,-6.9009,107.5656,Tidak ada,Aktif,Pemerintah Pusat
20245461,SD NEGERI BABAKAN SINYAR 2,SD,SD / sederajat,Jl. Terusan Sukapura,1,3,Sukapura,Sukapura,Kec. Kiaracondong,-6.9275,107.6521,Tidak ada,Aktif,Pemerintah Pusat
20219583,SD KRISTEN 1 BINA BAKTI,SD,SD / sederajat,Jl. Bima No. 9,0,0,,Arjuna,Kec. Cicendo,-6.9086,107.5991,Tidak ada,Tidak Aktif,Yayasan
20246402,SD NEGERI CIJAWURA 5,SD,SD / sederajat,Jl. Cijawura Hilir,6,12,,,Kec. Buahbatu,-6.9645,107.657,Tidak ada,Aktif,Pemerintah Pusat
