id,nama_paket,pagu,metode_pemilihan,sumber_dana,instansi,skpd,tahun_anggaran,nama_kegiatan,jenis_belanja,jenis_pengadaan,volume,lokasi,deskripsi,sumber_dana_detail,pagu_detail,mata_anggaran,pemilihan_penyedia,awal_pemilihan,akhir_pemilihan,awal_pekerjaan,akhir_pekerjaan
6890644,"Belanja Perbaikan mesjid RW 12",10000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Padasuka","Tersedianya Perbaikan Mesjid RW 12 pada Belanja Bahan Baku Bangunan",APBD," 10000000",1.20.18.01,"Pengadaan Langsung",01-01-2016,02-01-2016,01-03-2016,01-06-2016
7128288,"Perbaikan Jalan",8000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya Jalan",APBD," 8000000",1.20.1.20.18.06.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016
8286478,"Belanja Modal Pengadaan Meja Kerja",2915000,e-Purchasing,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Pengadaan Mebeulair",Barang/jasa,Barang,1,"Jl. Sukasenang No. 11","Tersedianya Meja Kerja",APBD," 2915000",1.20.1.20.18.01.02.10.5.2.3.30.01,E-Purchasing,22-11-2016,31-12-2016,31-12-2016,31-12-2016
7127976,"Perbaikan jalan / gang / Saluran RW.02",50545000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Cikutra","Tersedianya Perbaikan jalan/gang/saluran rw 02 pada Belanja Bahan baku Bangunan",APBD," 50545000",1.20.1.20.18.03.22.01.5.2.2.02.01,"Pengadaan Langsung",01-02-2016,29-02-2016,01-03-2016,01-11-2016,"Belanja Perbaikan Jalan/Gang/Saluran RW 02 (6911769) "
8485315,"Belanja Jasa Penyelenggara Acara",35000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup LPM",Barang/jasa,"Jasa Lainnya","1 Kegiatan","Kelurahan Sukamaju","Tersedianya penyelenggaran acara pada LPM kelurahan sukamaju",APBD," 35000000",1.22.1.20.18.05.22.04,"Pengadaan Langsung",09-12-2016,31-12-2016,31-12-2016,31-12-2016
7128257,"Rehab Balai Serba Guna RW",40000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya Serba Guna RW",APBD," 40000000",1.20.1.20.18.06.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016
8366816,"Printer Kelurahan Cicadas",3230000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Pengadaan Perlengkapan Peralatan Aparatur",Barang/jasa,Barang,1,"Kelurahan Cicadas","Tersedianya Printer di Kelurahan Cicadas",APBD," 3230000",1.20.1.20.18.04.02.12.5.2.3.29.04,"Pengadaan Langsung",30-11-2016,05-12-2016,05-12-2016,31-12-2016,"Printer Kelurahan Cicadas (8366816) "
8312526,"Belanja Modal Pengadaan Tenda Lingkup Karang Taruna PIPPK",0,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Penyediaan peralatan dan perlengkapan kantor",Modal,Barang,1,"Kelurahan Pasirlayung","Tersedianya pengadaan tenda (Lingkup Karang Taruna/PIPPK) dalam belanja modal peralatan dan mesin pengadaan meubelair di Kelurahan Pasirlayung",APBD," 0",1.20.1.20.18.07.01.13.5.2.3.28.01,"Pengadaan Langsung",01-01-2016,02-01-2016,10-01-2016,11-01-2016,"Belanja Modal Pengadaan Tenda Lingkup Karang Taruna PIPPK (7119641) "
7128252,"Rehab MCK",18000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Cicadas","Tersedianya Perbaikan MCK RW 03 pada Belanja Bahan Baku Bangunan",APBD," 18000000","1.20.1.20.18.04.22.01.5.2.2.02.01 ","Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Perbaikan MCK RW 03 (6900080) "
7326564,"Pembuatan Taman(Vertical Garden)",5000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Cicadas","Tersedianya Pembuatan Taman (Vertical Garden) RW 01 pada Belanja Bahan Baku Bangunan",APBD," 5000000",1.20.1.20.18.04.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Pembuatan Taman(Vertical Garden) (7128219) "
6911239,"Belanja Pengecatan Kerb",5000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Peningkatan Infrastruktur dan Lingkungan Hidup Tingkat Kecamatan dan kelurahan",Barang/jasa,"Jasa Lainnya",1,"Kelurahan Cikutra","Tersedianya Pengecatan Kerb pada Belanja Pemeliharaan Jalan",APBD," 5000000",1.20.18.03,"Pengadaan Langsung",01-04-2016,30-04-2016,01-04-2016,01-08-2016
8368156,"Belanja Cetak Rapot warga RW 02 Kelurahan Cicadas",1380000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Cicadas","Tersedianya Raport RW 02 Kelurahan Cicadas",APBD," 1380000",1.20.1.20.18.04.22.01.5.2.2.06.01,"Pengadaan Langsung",30-11-2016,05-12-2016,05-12-2016,31-12-2016
7128228,"Perbaikan Gardu Linmas",8650000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Cicadas","Tersedianya Perbaikan Gardu Linmas RW 02 pada Belanja Bahan Baku Bangunan",APBD," 8650000",1.20.1.20.18.04.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Perbaikan Gardu Linmas RW 02 (6899720) "
7128143,"Perbaikan Balai Serba Guna RW",49230000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya Balai Serba Guna RW",APBD," 49230000",1.20.1.20.18.06.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016
7128092,"Pembuatan Papan Baca/Informasi RW.05",1900000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Cikutra","Tersedianya Pembuatan Papan Baca/Informasi RW 05 pada Belanja Bahan baku Bangunan",APBD," 1900000",1.20.1.20.18.03.22.01.5.2.2.02.01,"Pengadaan Langsung",01-02-2016,29-02-2016,01-03-2016,01-11-2016,"Belanja Pembuatan Papan Baca/Informasi RW 05 (6912589) "
7128283,"Perbaikan Saluran Air Kotor",25830000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya Saluran Air Kotor",APBD," 25830000",1.20.1.20.18.06.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016
7128471,"Pembuatan Pengaman Sungai",27050000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Cicadas","Tersediana Pembuatan Pengaman Sungai RW 10 pada Belanja Bahan Baku Bangunan",APBD," 27050000",1.20.1.20.18.04.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Pembuatan Pengaman Sungai RW 10 (6901030) "
7122179,"Pemeliharaan Kirmir Jalan TPU Warga",4780000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Pasirlayung","Tersedianya Kirmir Jalan TPU Warga pada Belanja bahan baku Bangunan RW 01 di Kelurahan Pasirlayung",APBD," 4780000",1.20.1.20.18.07.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,02-01-2016,10-01-2016,11-01-2016,"Belanja Pemeliharaan Kirmir Jalan TPU Warga (6937500) "
8312851,"Belanja Modal Pengadaan Meja Kerja",8250000,e-Purchasing,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Pengadaan mebeleur",Modal,Barang,3,"Kelurahan Pasirlayung","Tersedianya Mebeulair pada Belanja Modal Peralatan dan mesin Pengadaan Meja dan Kursi pejabat di Kelurahan Pasirlayung",APBD," 8250000",1.20.1.20.18.07.02.10.5.2.3.28.01,E-Purchasing,01-01-2016,02-01-2016,10-01-2016,11-01-2016,"Belanja Modal Pengadaan Meja Kerja (7120962) "
7144997,"Belanja Alat Tulis Kantor",5482000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitas Pemberdayaan Lingkup RW",Modal,Barang,1,"Kelurahan Sukamaju","Tersedianya Alat Tulis RW 07 pada belanja alat tulis kantor",APBD," 5482000",1.20.1.20.18.05.22.01.5.2.2.01.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Alat Tulis kantor RW 07 (6955458) "
7128371,"Belanja Topi",2000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup Karang Taruna",Barang/jasa,Barang,40,"Kelurahan Sukapada","Tersedianya Topi Karang Taruna Kelurahan Sukapada",APBD," 2000000",1.20.1.20.18.06.22.03.5.2.2.13.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Topi (7128364) "
7121789,"Tenda Lingkup RW PIPPK",60000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Penyediaan peralatan dan perlengkapan kantor",Barang/jasa,Barang,1,"Kelurahan Cicadas","Tersedianya tenda lingkup RW pada belanja modal pengadaan peralatan mesin",APBD," 60000000",1.20.1.20.18.04.01.13.5.2.3.28.01,"Pengadaan Langsung",01-01-2016,01-10-2017,01-01-2016,31-12-2016,"Belanja Tenda Lingkup RW PIPPK (6893173) "
6890492,"Belanja Renovasi Serbaguna RW 12",22118000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,"Pekerjaan Konstruksi",1,"Kelurahan Padasuka","Tersedianya renovasi serbaguna pada belanja bahan baku bangunan",APBD," 22118000",1.20.18.01,"Pengadaan Langsung",02-01-2016,14-01-2016,01-03-2016,01-06-2016
8286485,"Belanja Modal Pengadaan Sofa",4000000,e-Purchasing,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Pengadaan Mebeulair",Barang/jasa,Barang,1,"Jl. Sukasenang No. 11 Bandung","Tersedianya Sofa",APBD," 4000000",1.20.1.20.18.01.02.10.5.2.3.30.01,E-Purchasing,28-11-2016,30-11-2016,06-12-2016,13-12-2016
8312884,"Belanja Modal Pengadaan Laptop",17820000,e-Purchasing,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Pengadaan Perlengkapan Peralatan Aparatur",Modal,Barang,2,"Kelurahan Pasirlayung","Tersedianya Pengadaan Laptop pada Belanja Modal Peralatan Mesin Pengadaan mesin komputer di Kelurahan Pasirlayung",APBD," 17820000",1.20.1.20.18.07.02.12.5.2.3.29.02,E-Purchasing,01-01-2016,02-01-2016,10-01-2016,11-01-2016,"Belanja Modal Pengadaan Laptop (7121101) "
7133941,"Belanja Bibit Tanaman, Tanah, Pot, Pupuk",21962129,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Peningkatan Infrastruktur dan Lingkungan Hidup Tingkat Kecamatan dan Kelurahan",Barang/jasa,Barang,1,"Jl. Sukasenang No. 11 Bandung","Tersedianya Bibit Tanaman, Tanah, Pot, Pupuk",APBD," 21962129",1.20.1.20.18.01.30.03.5.2.2.02.02,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,01-01-2016,"Belanja Bibit Tanaman, Tanah, Pot, Pupuk (6831163) "
7128262,"Pengadaan Roda Sampah",3000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya Roda Sampah",APBD," 3000000",1.20.1.20.18.06.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016
6891088,"Belanja Pembuatan Taman RW 14",15925000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Padasuka","Tersedianya Pembuatan Taman pada Belanja Bahan baku Bangunan",APBD," 15925000",1.20.18.01,"Pengadaan Langsung",01-01-2016,02-01-2016,01-03-2016,01-06-2016
7128084,"Perbaikan Pagar Jembatan",5000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya Pagar Jembatan",APBD," 5000000",1.20.1.20.18.06.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016
7120548,"Filling Besi/Metal Lingkup Karang Taruna PIPPK",2500000,e-Purchasing,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Penyediaan peralatan dan perlengkapan kantor",Barang/jasa,Barang,1,"Kelurahan Cikutra","Tersedianya Filling Kabinet (Lingkup Karang Taruna/PIPPK) pada Program Pelayanan Administrasi Perkantoran",APBD," 2500000",1.20.1.20.18.03.01.13.5.2.3.27.04,E-Purchasing,01-03-2016,31-03-2016,01-04-2016,01-08-2016,"Belanja Modal Pengadan Filling Kabinet(Lingkup Karang Taruna/PIPPK) (6910282) "
7123650,"RW 02",15000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Penyediaan peralatan dan perlengkapan kantor",Modal,Barang,1,"Kelurahan Sukamaju","Tersedianya Sound System Lingkup RW PIPPK RW 02 pada Belanja Modal peralatan dan messin pengadaan alat komunikasi telephone",APBD," 15000000",1.20.1.20.18.05.01.13.5.2.3.32.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Sound System Lingkup RW PIPPK RW 02 (6952420) "
7145019,"Belanja Alat Tulis Kantor",6240000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitas Pemberdayaan Lingkup RW",Modal,Barang,1,"Kelurahan Sukamaju","Tersedianya Alat Tulis RW 08 pada Belanja alat tulis kantor",APBD," 6240000",1.20.1.20.18.05.22.01.5.2.2.01.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Alat tulis rw 08 (6955521) "
7128510,"Belanja Bahan/Bibit Tanaman",10000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Cicadas","Tersedianya Bahan/Bibit Tanaman RW 01 Kelurahan Cicadas",APBD," 10000000",1.20.1.20.18.04.22.01.5.2.2.02.02,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Bahan/Bibit Tanaman RW 01 (6902069) "
8286519,"Belanja Modal Pengadaan Printer",6974000,e-Purchasing,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Pengadaan Perlengkapan Peralatan Aparatur",Barang/jasa,Barang,2,"Jl. Sukasenang No, 11 Bandung","Tersedianya Printer",APBD," 6974000",1.20.1.20.18.01.02.12.5.2.3.29.04,E-Purchasing,28-11-2016,30-11-2016,06-12-2016,13-12-2016
7127801,"Perbaikan Jalan/Gang/Gorong-gorong",63700000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Pasirlayung","Tersedianya perbaikan jalan/gang/gorong2 pada belanja bahan baku bangunan RW 10 di Kelurahan Pasirlayung",APBD," 63700000",1.20.1.20.18.07.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,02-01-2016,10-01-2016,11-01-2016,"Belanja Perbaikan jalan/gang/gorong2 rw 10 (6938480) "
7127983,"Belanja Bahan/Bibit Tanaman dan Pot RW 07",2000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya Bahan/Bibit Tanaman",APBD," 2000000",1.20.1.20.18.06.22.01.5.2.2.02.02,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016
8418758,"Belanja Cetak Raport Warga",40000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Padasuka","Tersedianya Raport Warga RW 01, RW 02, RW 03, RW 04, RW 05, RW 06, RW 07, RW 08, RW 09, RW 10, RW 11, RW 12, RW 13, RW 14, RW 15, RW 16 Kelurahan Padasuka",APBD," 40000000",1.20.1.20.18.02.22.01.5.2.2.06.01,"Pengadaan Langsung",05-12-2016,12-12-2016,12-12-2016,30-12-2016,"Belanja Cetak Raport Warga (8418758) "
7123720,"RW 05",20000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Penyediaan peralatan dan perlengkapan kantor",Modal,Barang,1,"Kelurahan Sukamaju","Tersedianya Sound System Lingkup RW PIPPK RW 05 pada belanja modal peralatan dan mesin pengadaan alat komunikasi telephone",APBD," 20000000",1.20.1.20.18.05.01.13.5.2.3.32.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Sound System lingkup RW PIPPK RW 05 (6952508) "
7123580,"RW 01",17905000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Penyediaan peralatan dan perlengkapan kantor",Modal,Barang,1,"Kelurahan Sukamaju","Tersedianya Sound System Lingkup RW PIPPK rw 01 pada Belanja modal peralatan dan mesin pengadaan alat komunikasi telephone",APBD," 17905000",1.20.1.20.18.05.01.13.5.2.3.32.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Sound System Lingkup RW PIPPK RW 01 (6952352) "
7129248,"Perbaikan Jalan Gang/Lingkungan RT. 02, 03, 04, 05, 07, 08, 09,10",44452000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Modal,Barang,1,"Kelurahan Sukamaju","Tersedianya perbaikan jalan gang/Lingkungan rt 02,03,04,07,08,09,10 pada belanja bahan baku bangunan",APBD," 44452000",1.20.1.20.18.05.22.01.5.2.2.02.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Perbaikan jalan Gang/Lingkungan RT 02,03,04,07,08,09,10 (6956010) "
8420385,"Belanja pengadaan peralatan dan mesin-Pengadaan Kendaraan Bermotor Beroda Dua",30400000,e-Purchasing,APBDP,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Pengadaan Kendaraan Dinas/Operasional",Modal,Barang,"1 Unit","Kelurahan Sukamaju","Tersedianya Kendaraan dinas roda-2",APBDP," 30400000",1.22.1.20.18.05.02.05,E-Purchasing,05-12-2016,09-12-2016,12-12-2016,21-12-2016
8305245,"Belanja Modal Pengadaan Komputer PC",7500000,e-Purchasing,APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Pengadaan Perlengkapan Peralatan Aparatur",Barang/jasa,Barang,1,"Kelurahan Sukapada","Tersedianya Komputer PC pada Kantor Kelurahan Sukapada",APBD," 7500000",1.20.1.20.18.06.02.12.5.2.3.29.02,E-Purchasing,24-11-2016,30-11-2016,30-11-2016,30-12-2016,"Belanja Modal Pengadaan Komputer PC (8305245) "
6890913,"Belanja Hotmix Jalan dan Gang rw 12",76423000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Padasuka","Tersedianya Hotmix Jalan dan Gang pada Belanja Bahan Baku Bangunan",APBD," 76423000",1.20.18.01,"Pengadaan Langsung",01-01-2016,02-01-2016,01-03-2016,01-06-2016
7459846,"Belanja Makanan dan Minuman Kegiatan",14850000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup PKK ",Barang/jasa,Barang,1,"Kelurahan Sukamaju","Tersedianya makanan dan minuman kegiatan pada 10 Program PKK kelurahan sukamaju",APBD," 14850000",1.20.1.20.18.05.22.02.5.2.2.11.05,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016
7124305,"Belanja Jasa Cleaning Service",192000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Penyediaan jasa kebersihan kantor",Barang/jasa,"Jasa Lainnya",4,"Jl. Sukasenang No. 11 Bandung","Tersedianya Jasa Cleaning Service",APBD," 192000000",1.20.1.20.18.01.01.08.5.2.2.03.15,"Pengadaan Langsung",06-01-2016,09-01-2016,06-01-2016,31-12-2016,"Belanja Jasa Cleaning Service (6821936) "
7128412,"Belanja Modal Pembuatan Plang (Lingkup PKK/PIPPK)",3000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Penyediaan Peralatan dan Perlengkapan Kantor",Barang/jasa,Barang,1,"Kelurahan Cikutra","Tersedianya Modal Pembuatan Plang (Lingkup PKK/PIPPK) pada Program Pelayanan Administrasi Perkantoran",APBD," 3000000",1.20.18.03,"Pengadaan Langsung",01-03-2016,31-03-2016,01-04-2016,01-08-2016,"Belanja Modal Pembuatan Plang (Lingkup PKK/PIPPK) (6910330) "
7123504,"RW 07",6000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Penyediaan peralatan dan perlengkapan kantor",Modal,Barang,1,"kelurahan Sukamaju","Tersedianya proyektor lingkup rw pippk rw 07 pada belanja modal pengadaan peralatan dan mesin pengadaan peralatan studio visual",APBD," 6000000",1.20.1.20.18.05.01.13.5.2.3.31.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Proyektor Lingkup RW pippk rw 07 (6952174) "
7123466,"RW 05",6000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Penyediaan peralatan dan perlengkapan kantor",Modal,Barang,1,"Kelurahan Sukamaju","Tersedianya Proyektor Lingkup rw pippk rw 05 pada belanja modal pengadaan peralatan dan mesin pengadaan peralatan studio visual",APBD," 6000000",1.20.1.20.18.05.01.13.5.2.3.31.01,"Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Proyektor Lingkup rw pippk rw 05 (6952133) "
8368146,"Belanja Cetak Rapot warga RW 01 Kelurahan Cicadas",1500000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,1,"Kelurahan Cicadas","Tersedianya Raport RW 01 Kelurahan Cicadas",APBD," 1500000",1.20.1.20.18.04.22.01.5.2.2.06.01,"Pengadaan Langsung",30-11-2016,05-12-2016,05-12-2016,31-12-2016
7130962,"Belanja Pakaian Kerja Lapangan",2100000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup RW",Barang/jasa,Barang,6,"Kelurahan Cicadas","Tersedianya Pakaian Kerja Lapangan RW 03 Kelurahan Cicadas",APBD," 2100000","1.20.1.20.18.04.22.01.5.2.2.13.01 ","Pengadaan Langsung",01-01-2016,31-12-2016,01-01-2016,31-12-2016,"Belanja Pakaian Kerja Lapangan (7128101) "
7127918,"Belanja Bahan/Bibit Tanaman dan Pot (Urban Farming)",20000000,"Pengadaan Langsung",APBD,"Pemerintah Daerah Kota Bandung","KECAMATAN CIBEUNYING KIDUL",2016,"Fasilitasi Pemberdayaan Lingkup Karang Taruna",Barang/jasa,Barang,1,"Kelurahan Cikutra","Tersedianya Bahan Bibit Tanaman/ Urban Farming kelurahan cikutra",APBD," 20000000",1.20.1.20.18.03.22.03.5.2.2.02.02,"Pengadaan Langsung",01-02-2016,29-02-2016,01-03-2016,30-11-2016,"Belanja Bahan Bibit Tanaman/ Urban Farming (6917514) "
