nama_dewan,partai_politik,dapil,kecamatan_dapil,tahun,usulan_reses,skpd,program,kegiatan,volume,lokasi,anggaran_skpd,status
IR. DEDEN DENI GUMILAR,Partai Hanura,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Perbaikan Jalan Rusak dan Pembuatan Gorong Gorong,Dinas Bina Marga dan Pengairan,Program Pembangunan Jalan dan Jembatan,Kegiatan Pembangunan Jalan,-,"JL. RIUNG LESTARI SAMPAI JL RIUNG BAGJA RW 09 KEL CISARANTEN KIDUL KEC GEDEBAGE, KEL., KEC.",200000000,Diakomodir
IR. DEDEN DENI GUMILAR,Partai Hanura,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Bantuan Pendidikan Pelatihan dan Keterampilan,Dinas Pendidikan,-,-,-,"KEL. RANCANUMPANG KEC GEDEBAGE, KEL., KEC.",0,Belum Diproses
IR. DEDEN DENI GUMILAR,Partai Hanura,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Agar Memberikan Bantuan Sarana dan Prasarana Bekerjasama Dengan Pt. Sumarecon,Dinas Komunikasi dan Informatika,-,-,-,"KEL. RANCANUMPANG KEC. GEDEBAGE, KEL., KEC.",0,Belum Diproses
IR. DEDEN DENI GUMILAR,Partai Hanura,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Perbaikan Sasak/perbaikan Jembatan Pajamsah,Dinas Bina Marga dan Pengairan,-,-,-,"KEL RANCANUMPANG KEC GEDEBAGE, KEL., KEC.",0,Tidak diakomodir
J. JHONSON PANJAITAN,Partai Hanura,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Perbaikan Denase Aepanjang Jalan Gatsu Wilayah Kelurahan Maleer,Dinas Bina Marga dan Pengairan,Program Pembangunan Saluran Drainase/Gorong-Gorong,Kegiatan Pembangunan Saluran Drainase/Gorong-Gorong,-,"RW 09, 10 KEL. MALEER KEC BATUNUNGGAL, KEL., KEC.",115000000,Diakomodir
J. JHONSON PANJAITAN,Partai Hanura,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Pembuatan Spiteng Komunal dan Pengadaan dan Penerangan Jalan Umum (pju),Dinas Tata Ruang dan Cipta Karya,-,-,-,"RW/05 KEL MALEER KEC. BATUNUNGGAL, KEL., KEC.",0,Tidak diakomodir
J. JHONSON PANJAITAN,Partai Hanura,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Normalisasi Anak Kali Cibeunying,Dinas Bina Marga dan Pengairan,-,-,-,"RW 03 KEL. LEBON GEDANG KEC BATUNUNGGAL, KEL., KEC.",0,Tidak diakomodir
J. JHONSON PANJAITAN,Partai Hanura,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Pengerukan dan Perbaikan Drainase Sepanjang Depan Pasar Kiaracondong,Dinas Bina Marga dan Pengairan,Program Pembangunan Saluran Drainase/Gorong-Gorong,Kegiatan Pembangunan Saluran Drainase/Gorong-Gorong,-,"RW 03, 04 KEL. KEBONGEDANG KECAMATAN BATUNGGAL, KEL., KEC.",75000000,Diakomodir
J. JHONSON PANJAITAN,Partai Hanura,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Perbaikan Kirmir Kalicikapundung Kolot,Dinas Bina Marga dan Pengairan,Program Pengendalian Banjir,Kegiatan Rehabilitasi/Pemeliharaan Bantaran dan Tanggul Sungai,-,"RW 07 KEL BINONG KEC. BATUNUNGGAL, KEL., KEC.",100000000,Diakomodir
J. JHONSON PANJAITAN,Partai Hanura,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Perbaikan Jalan,Dinas Tata Ruang dan Cipta Karya,-,-,-,"RW 07 KEL GUMURUH KEC BATUNUNGGAL, KEL., KEC.",0,Tidak diakomodir
J. JHONSON PANJAITAN,Partai Hanura,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Pembelian Lahan Untuk Kantor Kelurahan Kebonjayanti Status Mili Pt Kai,Dinas Bina Marga dan Pengairan,-,-,-,"KEL KEBONJAYANTI KEC BATUNUNGGAL, KEL., KEC.",0,Tidak diakomodir
J. JHONSON PANJAITAN,Partai Hanura,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Penebangan Pihon Diwilayah Jalan Psm Yg Berdekatan Dengan Pt.Pindad,Dinas Pemakaman dan Pertamanan,-,-,-,"KELURAHAN SUKAPURA KECAMATAN KIRCON, KEL., KEC.",0,Belum Diproses
J. JHONSON PANJAITAN,Partai Hanura,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Pemasangan Penerangan Jalan Umum,Dinas Bina Marga dan Pengairan,-,-,-,"KEL AUKAPURA KEC. KIRCON, KEL., KEC.",0,Tidak diakomodir
J. JHONSON PANJAITAN,Partai Hanura,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Perbaikan Jalan Lambat Beton Jalan Cidurian Rw 09,Dinas Bina Marga dan Pengairan,-,-,-,"KEL. SUKAPURA KEC KIRCON, KEL., KEC.",0,Tidak diakomodir
J. JHONSON PANJAITAN,Partai Hanura,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Pembangunan Trotoar dan Drainase Di Jalan Terusan Gatsu,Dinas Perhubungan,-,-,-,"KEL. KEBON KANGKUNG KEC. KIRCON, KEL., KEC.",0,Tidak diakomodir
J. JHONSON PANJAITAN,Partai Hanura,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Perbaikan Jalan dan Penataan Pedagang,Kantor Satuan Polisi Pamong Praja,-,-,-,"WILAYAH CIPAERA SELATAN KELURAHAN MALABAR KEC LENGKONG, KEL., KEC.",0,Tidak diakomodir
J. JHONSON PANJAITAN,Partai Hanura,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Pengadaan Sarana Air Bersih,Dinas Bina Marga dan Pengairan,-,-,-,"WILAYAH KAREES KULON WARGA KELURAHAN CIJAGRA KEC LENGKONG, KEL., KEC.",0,Tidak diakomodir
J. JHONSON PANJAITAN,Partai Hanura,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Normalisasi Anak Kali Cikarees,Dinas Bina Marga dan Pengairan,-,-,-,"RW 03 DAN RW 05 KEL. MALABAR KEC LENGKONG, KEL., KEC.",0,Tidak diakomodir
J. JHONSON PANJAITAN,Partai Hanura,Kota Bandung 3,"Batununggal, Lengkong, Kiaracondong",2015,Drainase dan Perbaikan Trotoar,Dinas Perhubungan,-,-,-,"WILAYAH KEL PALEDANG KEC LENGKONG, KEL., KEC.",0,Tidak diakomodir
ASEP SUDRAJAT,Partai NasDem,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Mohon Bantuan Untuk Dilaksanakan Sosialisasi Program Pippk Ke Masyarakat,Sekertariat Daerah Bag. Pemerintahan Umum,-,-,-,"RW 02, KEL., KEC.",0,Belum Diproses
ASEP SUDRAJAT,Partai NasDem,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Mohon Bantuan Sarana Prasarana Kelengkapan Kantor Serba Guna,Sekertariat Daerah Bag. Pemerintahan Umum,-,-,-,"RW 07, KEL., KEC.",0,Belum Diproses
ASEP SUDRAJAT,Partai NasDem,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Mohon Bantuan Seragam Ibu - Ibu Pkk,Gedebage,Program Penyiapan Tenaga Pendamping Kelompok Bina Keluarga,Kegiatan Pelatihan Tenaga Pendamping Kelompok Bina Keluarga di Kecamatan,-,"RW 02, KEL., KEC.",15000000,Diakomodir
ASEP SUDRAJAT,Partai NasDem,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Mohon Bantuannya Bimbingan Pendirian Tk dan Pengembangan Tpq/tpa,Dinas Pendidikan,-,-,-,"RW 07, KEL., KEC.",0,Belum Diproses
ASEP SUDRAJAT,Partai NasDem,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Mohon Bantuan Dibuatkan Saluran Air Kotor Karena Yang Sekarang Sudah Mempet,Dinas Bina Marga dan Pengairan,-,-,-,"RW 07, KEL., KEC.",0,Tidak diakomodir
ASEP SUDRAJAT,Partai NasDem,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Mohon Perbaikan Jalan Sepanjang Jalan Rancanumpang Ke Rancasagatan,Dinas Bina Marga dan Pengairan,-,-,-,"RW 07, KEL., KEC.",0,Tidak diakomodir
ASEP SUDRAJAT,Partai NasDem,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Mohon Perbaikan Jalan Di Rt 03 Rw 07,Dinas Tata Ruang dan Cipta Karya,-,-,-,"RT 03 RW 07, KEL., KEC.",0,Tidak diakomodir
ASEP SUDRAJAT,Partai NasDem,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Mohon Bantuan Pengadaan Air Bersih dan Septitang 2 Buah,Dinas Tata Ruang dan Cipta Karya,Program Lingkungan Sehat Perumahan,Kegiatan Penyediaan Sarana Air Bersih dan Sanitasi Dasar Terutama bagi Masyaraka Miskin,-,"RT 03 RW 03, KEL., KEC.",30000000,Diakomodir
ASEP SUDRAJAT,Partai NasDem,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Mohon Dibuatkan Benteng Pinggir Sungai Karena Sudah Banyak Korban Anak Jatuh Ke Sungai,Dinas Bina Marga dan Pengairan,-,-,-,"RT 03 RW 03, KEL., KEC.",0,Tidak diakomodir
ASEP SUDRAJAT,Partai NasDem,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,"Mohon Pembangunan Kantor Serbaguna Menjadi 2 Lantai Karena Banyak Dipakai Aktifitas Warga, Posyandu, Tpa, Karang Taruna",Sekertariat Daerah Bag. Pemerintahan Umum,-,-,-,"RW 07, KEL., KEC.",0,Belum Diproses
ASEP SUDRAJAT,Partai NasDem,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,"Mohon Di Hentikan Pembangunan Tower Di Wilayah Gedebage, Karena Warga Tidak Pernah Mengijinkan",Badan Pelayanan Perijinan Terpadu,-,-,-,"RW 07, KEL., KEC.",0,Belum Diproses
ASEP SUDRAJAT,Partai NasDem,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Mohon Pembangunan Taman Di Rw 07,Dinas Pemakaman dan Pertamanan,-,-,-,"RW 07, KEL., KEC.",0,Belum Diproses
ASEP SUDRAJAT,Partai NasDem,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Adanya Pendampingan Pelatihan Bagi Warga Gedebage Menghadapi Teknopolis,Dinas Koperasi  Usaha Kecil Menengah dan  Perindustrian Perdagangan,-,-,-,"RW 05 DAN RW 07, KEL., KEC.",0,Belum Diproses
ASEP SUDRAJAT,Partai NasDem,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Ohon Bantuan Ambulance Karena Untuk Warga dan Kami Jauh Dari Rumah Sakit,Dinas Kesehatan,-,-,-,"RW 05 DAN RW 07, KEL., KEC.",0,Tidak diakomodir
ASEP SUDRAJAT,Partai NasDem,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,"Mohon Pembayaran Intensif Honor Untuk Rt dan Rw Bisa Dilakukan Dengan Baik, Jangan Selalu Telat",Sekertariat Daerah Bag. Pemerintahan Umum,-,-,-,"RW 05 DAN RW 07 , KEL., KEC.",0,Belum Diproses
ASEP SUDRAJAT,Partai NasDem,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Mohon Di Berikan Intensif Untuk Guru Ngaji Di Daearah,Sekertariat Daerah Bag. Kesejahteraan Rakyat dan Kemasyarakatan,-,-,-,"RW 05 DAN RW 07, KEL., KEC.",0,Belum Diproses
ASEP SUDRAJAT,Partai NasDem,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Mohon Bantuan Modal Untuk Karang Taruna Modal Usaha Mandiri Air Isi Ulang Galon,Dinas Koperasi  Usaha Kecil Menengah dan  Perindustrian Perdagangan,-,-,-,"RW 05 DAN RW 07 , KEL., KEC.",0,Tidak diakomodir
ASEP SUDRAJAT,Partai NasDem,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Mohon Bantuan Ternak Domba dan Sapi,Dinas Pertanian dan Ketahanan Pangan,-,-,-,"RW 05 DAN RW 07 , KEL., KEC.",0,Tidak diakomodir
ASEP SUDRAJAT,Partai NasDem,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,Mohon Dituntaskan Pembangunan Jalan,Dinas Tata Ruang dan Cipta Karya,-,-,-,"RT 01,  02,  03 RW 06 , KEL., KEC.",0,Tidak diakomodir
ASEP SUDRAJAT,Partai NasDem,Kota Bandung 5,"Regol, Bandung Kidul, Buah Batu, Rancasari, Gedebage",2015,"Mohon Pembangunan Air Bersih Untuk Warga, Karena Sulitnya Air Bersih",Dinas Tata Ruang dan Cipta Karya,Program Lingkungan Sehat Perumahan,Kegiatan Penyediaan Sarana Air Bersih dan Sanitasi Dasar Terutama bagi Masyaraka Miskin,-,"RT 02 RW 07, KEL., KEC.",30000000,Diakomodir
"UUNG TANUWIDJAJA,  SE.",Partai NasDem,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Mohon Perbaikan Saluran Yang Mampat,Dinas Bina Marga dan Pengairan,-,-,-,"JL. KELENTENG RW 02, KEL., KEC.",0,Tidak diakomodir
"UUNG TANUWIDJAJA,  SE.",Partai NasDem,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Mohon Pengerukan Selokan Saluran Air Karena Sudah Tertutupi Sampah,Dinas Bina Marga dan Pengairan,-,-,-,"SEPANJANG JL. JENDERAL SUDIRMAN, KEL., KEC.",0,Tidak diakomodir
"UUNG TANUWIDJAJA,  SE.",Partai NasDem,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Mohon Penanganan Sampah Di Pasar Andir Yang Komprehensif dan Nyata,Badan Pengelola Lingkungan Hidup,-,-,-,"SEKITAR PASAR ANDIR, KEL., KEC.",0,Tidak diakomodir
"UUNG TANUWIDJAJA,  SE.",Partai NasDem,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Permohonan Penyediaan Tong Sampah,Badan Pengelola Lingkungan Hidup,Program Pengembangan Kinerja Pengelolaan Persampahan,Kegiatan Penyediaan Prasarana dan Sarana Pengelolaan Persampahan,-,"RW 02 KEL. CIROYOM KEC. ANDIR, KEL., KEC.",5000000,Diakomodir
"UUNG TANUWIDJAJA,  SE.",Partai NasDem,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Permohonan Perbaikan Drainase,Dinas Bina Marga dan Pengairan,Program Pembangunan Saluran Drainase/Gorong-Gorong,Kegiatan Pembangunan Saluran Drainase/Gorong-Gorong,-,"JL. BUDIMAN RW 02 KEL. CIROYOM KEC. ANDIR, KEL., KEC.",100000000,Diakomodir
"UUNG TANUWIDJAJA,  SE.",Partai NasDem,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Permohonan Pengadaan Air Bersih Untuk Warga,Dinas Tata Ruang dan Cipta Karya,Program Lingkungan Sehat Perumahan,Kegiatan Penyediaan Sarana Air Bersih dan Sanitasi Dasar Terutama bagi Masyaraka Miskin,-,"RW 02 KEL. CIROYOM KEC. ANDIR, KEL., KEC.",30000000,Diakomodir
"UUNG TANUWIDJAJA,  SE.",Partai NasDem,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Permohonan Sekretariat Untuk Karang Taruna Di Rw 02,Sekertariat Daerah Bag. Pemerintahan Umum,-,-,-,"RW 02 KEL. MALEBER KEC. ANDIR, KEL., KEC.",0,Belum Diproses
"UUNG TANUWIDJAJA,  SE.",Partai NasDem,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Permohonan Sarana Prasarana Untuk Mengaji Bagi Anak - Anak Di Rw 02,Sekertariat Daerah Bag. Kesejahteraan Rakyat dan Kemasyarakatan,-,-,-,"RW 02 KEL. MALEBER KEC. ANDIR, KEL., KEC.",0,Belum Diproses
"UUNG TANUWIDJAJA,  SE.",Partai NasDem,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Permohonan Rehab Gedung Sekolah Dasar Maleber Selatan  dan Pengadaan It,Dinas Pendidikan,-,-,-,"SD MALEBER SELATAN RW 02 KEL. MALEBER KEC. ANDIR, KEL., KEC.",0,Belum Diproses
"UUNG TANUWIDJAJA,  SE.",Partai NasDem,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Permohonan Bedah Rumah Di,Dinas Tata Ruang dan Cipta Karya,Program Pengembangan Perumahan,Kegiatan Fasilitasi dan Stimulasi Pembangunan Perumahan Masyarakat Kurang Mampu,-,"RW 02 KEL. MALEBER KEC. ANDIR, KEL., KEC.",20000000,Diakomodir
"UUNG TANUWIDJAJA,  SE.",Partai NasDem,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Permohonan Bantuan Untuk Ibu-ibu Mendirikan Usaha Kecil,Dinas Koperasi  Usaha Kecil Menengah dan  Perindustrian Perdagangan,-,-,-,"RW 02 KEL. MALEBER KEC. ANDIR, KEL., KEC.",0,Tidak diakomodir
"UUNG TANUWIDJAJA,  SE.",Partai NasDem,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Permohonan Bantuan Pemasaran Untuk Hasil Dari Les Menjahit,Dinas Koperasi  Usaha Kecil Menengah dan  Perindustrian Perdagangan,Program Penciptaan Iklim Usaha Kecil Menengah yang Kondusif,Kegiatan Fasilitasi Pengembangan Usaha Kecil Menengah,-,"RW 02 KEL. MALEBER KEC. ANDIR, KEL., KEC.",950000000,Diakomodir
"UUNG TANUWIDJAJA,  SE.",Partai NasDem,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Perbaikan Jalan Gang   Burung Tungku 2 dan 4,Dinas Tata Ruang dan Cipta Karya,-,-,-,"RT 05 RW 02 KEL. MALEBER KEC. ANDIR, KEL., KEC.",0,Tidak diakomodir
"UUNG TANUWIDJAJA,  SE.",Partai NasDem,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Penyediaan Ambulance Untuk Orang Sakit Atau Meninggal,Dinas Pendidikan,-,-,-,"RW 02 KEL. MALEBER KEC. ANDIR, KEL., KEC.",0,Belum Diproses
"UUNG TANUWIDJAJA,  SE.",Partai NasDem,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Permohonan Pembuatan Air Pompa Untuk Air Warga,Dinas Tata Ruang dan Cipta Karya,Program Lingkungan Sehat Perumahan,Kegiatan Penyediaan Sarana Air Bersih dan Sanitasi Dasar Terutama bagi Masyaraka Miskin,-,"RT 05 RW 02 KEL. MALEBER KEC. ANDIR, KEL., KEC.",30000000,Diakomodir
"UUNG TANUWIDJAJA,  SE.",Partai NasDem,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Mohon Disediakan Tanah Wakaf Untuk Orang Yang Sudah Meninggal,Dinas Pengelolaan Keuangan dan Aset Daerah,-,-,-,"RW 02 KEL. MALEBER KEC. ANDIR, KEL., KEC.",0,Belum Diproses
"UUNG TANUWIDJAJA,  SE.",Partai NasDem,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Permohonan Sosialisasi Peraturan Juklak dan Juknis Pemilihan Rt dan Rw,Sekertariat Daerah Bag. Pemerintahan Umum,-,-,-,"RW 03 KEL. HUSEIN KEC. CICENDO, KEL., KEC.",0,Belum Diproses
"UUNG TANUWIDJAJA,  SE.",Partai NasDem,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Mohon Bimbingan Dari Instansi Terkait Perihal Pembentukan Koperasi Warga,Dinas Koperasi  Usaha Kecil Menengah dan  Perindustrian Perdagangan,Program Peningkatan Kualitas Kelembagaan Koperasi,Kegiatan Sosialisasi Prinsip-Prinsip Pemahaman Perkoperasian,-,"RW 03 KEL. HUSEIN KEC. CICENDO, KEL., KEC.",350000000,Diakomodir
"UUNG TANUWIDJAJA,  SE.",Partai NasDem,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Mohon Pembuatan Gapura,Dinas Tata Ruang dan Cipta Karya,-,-,-,"RW 03 KEL. HUSEIN KEC. CICENDO, KEL., KEC.",0,Tidak diakomodir
"UUNG TANUWIDJAJA,  SE.",Partai NasDem,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Mohon Pembuatan Pos Hansip/linmas,Sekertariat Daerah Bag. Pemerintahan Umum,-,-,-,"RW 03 KEL. HUSEIN KEC. CICENDO, KEL., KEC.",0,Belum Diproses
"UUNG TANUWIDJAJA,  SE.",Partai NasDem,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Mohon Bantuan Pemeliharaan Aula Rw,Sekertariat Daerah Bag. Pemerintahan Umum,-,-,-,"RW 03 KEL. HUSEIN KEC. CICENDO, KEL., KEC.",0,Belum Diproses
"UUNG TANUWIDJAJA,  SE.",Partai NasDem,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Mohon Bantuan Di Buatkan Jembatan Penyebrangan Jalan,Dinas Bina Marga dan Pengairan,-,-,-,"RW 03 KEL. HUSEIN KEC. CICENDO, KEL., KEC.",0,Tidak diakomodir
"UUNG TANUWIDJAJA,  SE.",Partai NasDem,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Mohon Bantuan Segala Sarana Prasarana dan Fasilitas Karang Taruna,Dinas Sosial,-,-,-,"RW 03 KEL. HUSEIN KEC. CICENDO, KEL., KEC.",0,Tidak diakomodir
"UUNG TANUWIDJAJA,  SE.",Partai NasDem,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Mohon Bantuan Pengadaan Sarana Prasarana Untuk Bermain Anak - Anak,Dinas Pemakaman dan Pertamanan,-,-,-,"RW 03 KEL. HUSEIN KEC. CICENDO, KEL., KEC.",0,Belum Diproses
"UUNG TANUWIDJAJA,  SE.",Partai NasDem,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Mohon Pelatihan Kerja Untuk Warga,Dinas Tenaga Kerja,Program Peningkatan Kesempatan Kerja,Kegiatan Pengembangan Kelembagaan Produktivitas dan Pelatihan Kewirausahaan,-,"RW 03 KEL. HUSEIN KEC. CICENDO, KEL., KEC.",68753500,Diakomodir
"UUNG TANUWIDJAJA,  SE.",Partai NasDem,Kota Bandung 1,"Sukasari, Andir, Cicendo, Sukajadi",2015,Bantuan Alat - Alat Untuk Pelatihan Masak Memasak Bagi Ibu - Ibu Pkk,Cicendo,-,-,-,"RW 03 KEL. HUSEIN KEC. CICENDO, KEL., KEC.",0,Belum Diproses
RENDIANA AWANGGA,Partai NasDem,Kota Bandung 4,"Antapani, Arcamanik, Cibiru, Ujung Berung, Panyileukan, Cinambo, Mandalajati",2015,Pelatihan Kewirausahaan Gerakan Mandalajati Bersatu,Dinas Tenaga Kerja,Program Peningkatan Kesempatan Kerja,Kegiatan Pengembangan Kelembagaan Produktivitas dan Pelatihan Kewirausahaan,-,"SATU KECAMATAN KEWIRAUSAHAAN GERAKAN MANDALAJATI BERSATU, KEL., KEC.",42198000,Diakomodir
RENDIANA AWANGGA,Partai NasDem,Kota Bandung 4,"Antapani, Arcamanik, Cibiru, Ujung Berung, Panyileukan, Cinambo, Mandalajati",2015,Pembangunan Penerangan Jalan Umum (pju) Atau Penerangan Jalan Lingkungan (pjl),Dinas Bina Marga dan Pengairan,-,-,-,"RW 12 KEL. KARANG PAMULANG,  KEC. MANDALAJATI, KEL., KEC.",0,Tidak diakomodir
RENDIANA AWANGGA,Partai NasDem,Kota Bandung 4,"Antapani, Arcamanik, Cibiru, Ujung Berung, Panyileukan, Cinambo, Mandalajati",2015,Pembangunan Sumur Artesis,Dinas Tata Ruang dan Cipta Karya,Program Lingkungan Sehat Perumahan,Kegiatan Penyediaan Sarana Air Bersih dan Sanitasi Dasar Terutama bagi Masyaraka Miskin,-,"RT 02 RW 05 KEL. PASIR IMPUN,   KEC. MANDALAJATI, KEL., KEC.",120000000,Diakomodir
RENDIANA AWANGGA,Partai NasDem,Kota Bandung 4,"Antapani, Arcamanik, Cibiru, Ujung Berung, Panyileukan, Cinambo, Mandalajati",2015,Pembebasan Lahan Untuk Ruang Terbuka Publik Atau Rth,Dinas Pemakaman dan Pertamanan,-,-,-,"RT 06 RW 05 KEL. PASIR JATI,  KEC. UJUNG BERUNG, KEL., KEC.",0,Belum Diproses
RENDIANA AWANGGA,Partai NasDem,Kota Bandung 4,"Antapani, Arcamanik, Cibiru, Ujung Berung, Panyileukan, Cinambo, Mandalajati",2015,Perbaikan Sarana Olah Raga dan Gedung Pertemuan Di Lahan Pemerintah Kota Bandung,Dinas Pemuda dan Olahraga,-,-,-,"RW 05 KELURAHAN PASIR IMPUN, KEL., KEC.",0,Belum Diproses
RENDIANA AWANGGA,Partai NasDem,Kota Bandung 4,"Antapani, Arcamanik, Cibiru, Ujung Berung, Panyileukan, Cinambo, Mandalajati",2015,"Perbaikan Penerangan Jalan Umum (pju), Terhalang Pohon dan Mati Sehingga Jalan Gelap dan Rawan Kriminalitas",Dinas Bina Marga dan Pengairan,-,-,-,"DI DAERAH CICUKANG, KEL., KEC.",0,Tidak diakomodir
RENDIANA AWANGGA,Partai NasDem,Kota Bandung 4,"Antapani, Arcamanik, Cibiru, Ujung Berung, Panyileukan, Cinambo, Mandalajati",2015,Bantuan Infrastruktur Sarana Air Bersih (pipa Ledeng),Dinas Tata Ruang dan Cipta Karya,Program Lingkungan Sehat Perumahan,Kegiatan Penyediaan Sarana Air Bersih dan Sanitasi Dasar Terutama bagi Masyaraka Miskin,-,"RW 06 KEL. PASIR ENDAH KEC. UJUNG BERUNG, KEL., KEC.",45000000,Diakomodir
RENDIANA AWANGGA,Partai NasDem,Kota Bandung 4,"Antapani, Arcamanik, Cibiru, Ujung Berung, Panyileukan, Cinambo, Mandalajati",2015,Pembangunan Sodetan dan Griill Drainase,Dinas Bina Marga dan Pengairan,Program Pembangunan Saluran Drainase/Gorong-Gorong,Kegiatan Pembangunan Saluran Drainase/Gorong-Gorong,-,"JL. ANTAPANI LAMA WILAYAH RW 08 - RW 09 KEL. ANTAPANI TENGAH KEC. ANTAPANI, KEL., KEC.",150000000,Diakomodir
RENDIANA AWANGGA,Partai NasDem,Kota Bandung 4,"Antapani, Arcamanik, Cibiru, Ujung Berung, Panyileukan, Cinambo, Mandalajati",2015,Pengajuan Untuk Ditempatkan Di Rumah Susun A.N. Rominda Simamora,Dinas Tata Ruang dan Cipta Karya,-,-,-,"RT 02 RW 09 KEL. BINA HARAPAN KEC. ANTAPANI, KEL., KEC.",0,Belum Diproses
